Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Clarke,Shared Games with Danny Green,Shared Games with David Roddy,Shared Games with Desmond Bane,Shared Games with Dillon Brooks,Shared Games with Ja Morant,Shared Games with Jacob Gilyard,Shared Games with Jake LaRavia,Shared Games with Jaren Jackson Jr.,Shared Games with John Konchar,Shared Games with Kennedy Chandler,Shared Games with Kenneth Lofton Jr.,Shared Games with Santi Aldama,Shared Games with Steven Adams,Shared Games with Vince Williams Jr.,Shared Games with Xavier Tillman Sr.,Shared Games with Ziaire Williams,Brandon Clarke,Danny Green,David Roddy,Desmond Bane,Dillon Brooks,Ja Morant,Jacob Gilyard,Jake LaRavia,Jaren Jackson Jr.,John Konchar,Kennedy Chandler,Kenneth Lofton Jr.,Santi Aldama,Steven Adams,Vince Williams Jr.,Xavier Tillman Sr.,Ziaire Williams,co_inf with Brandon Clarke,co_inf with Danny Green,co_inf with David Roddy,co_inf with Desmond Bane,co_inf with Dillon Brooks,co_inf with Ja Morant,co_inf with Jacob Gilyard,co_inf with Jake LaRavia,co_inf with Jaren Jackson Jr.,co_inf with John Konchar,co_inf with Kennedy Chandler,co_inf with Kenneth Lofton Jr.,co_inf with Santi Aldama,co_inf with Steven Adams,co_inf with Vince Williams Jr.,co_inf with Xavier Tillman Sr.,co_inf with Ziaire Williams,Shared Games with Luke Kennard,Luke Kennard,Trae Young,co_inf with Luke Kennard,co_inf with Trae Young,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
29,29,29,2022-12-17,26-221,MEM,@,OKC,L (-6),0,33:33,5.0,14.0,.357,2.0,9.0,.222,3,4.0,.750,0.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,15.0,9.1,-2,5.0,3.0,0.6,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,1.0,66.0,3.6666666666666665,7.9,66.60000000000001,3.7000000000000006
30,30,30,2022-12-20,26-224,MEM,@,DEN,L (-14),0,29:55,2.0,6.0,.333,0.0,3.0,.000,1,1.0,1.000,1.0,4.0,5.0,4.0,0.0,0.0,1.0,0.0,5.0,5.3,-6,3.0,2.0,0.6666666666666666,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,6.0,65.0,3.611111111111111,4.9,71.29999999999998,3.9611111111111104
31,31,31,2022-12-23,26-227,MEM,@,PHO,W (+25),0,15:20,1.0,5.0,.200,0.0,2.0,.000,0,0.0,,0.0,2.0,2.0,4.0,1.0,0.0,1.0,0.0,2.0,2.3,+2,3.0,1.0,0.3333333333333333,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,3.0,97.0,5.388888888888889,2.3,102.0,5.666666666666667
32,32,32,2022-12-25,26-229,MEM,@,GSW,L (-14),0,20:10,3.0,4.0,.750,1.0,1.0,1.000,6,6.0,1.000,0.0,1.0,1.0,5.0,1.0,0.0,0.0,1.0,13.0,15.8,-7,3.0,2.0,0.6666666666666666,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,10.0,54.0,3.0,13.4,64.3,3.572222222222222
33,33,33,2022-12-27,26-231,MEM,,PHO,L (-17),0,12:51,0.0,4.0,.000,0.0,1.0,.000,1,2.0,.500,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.9,-8,3.0,0.0,0.0,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,-1.0,71.0,3.9444444444444446,0.4999999999999998,74.8,4.155555555555555
34,34,34,2022-12-29,26-233,MEM,@,TOR,W (+13),0,19:46,2.0,6.0,.333,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,4.0,1.9,-5,5.0,2.0,0.4,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,1.0,106.0,5.888888888888889,1.9000000000000008,103.6,5.7555555555555555
35,35,35,2022-12-31,26-235,MEM,,NOP,W (+15),0,20:58,3.0,4.0,.750,2.0,3.0,.667,0,0.0,,0.0,4.0,4.0,8.0,0.0,0.0,0.0,0.0,8.0,13.2,+7,1.0,1.0,1.0,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,16.0,83.0,4.611111111111111,13.2,94.9,5.272222222222222
36,36,36,2023-01-01,26-236,MEM,,SAC,W (+10),0,32:18,5.0,10.0,.500,5.0,7.0,.714,3,4.0,.750,0.0,6.0,6.0,8.0,1.0,0.0,0.0,0.0,18.0,21.0,+14,3.0,0.0,0.0,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,19.0,70.0,3.888888888888889,19.8,78.60000000000001,4.366666666666667
37,37,37,2023-01-04,26-239,MEM,@,CHO,W (+24),0,14:46,2.0,7.0,.286,2.0,6.0,.333,2,2.0,1.000,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,8.0,7.7,+18,1.0,0.0,0.0,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,4.0,102.0,5.666666666666667,6.900000000000002,99.8,5.544444444444444
38,38,38,2023-01-05,26-240,MEM,@,ORL,W (+8),0,24:42,4.0,10.0,.400,2.0,7.0,.286,2,3.0,.667,0.0,3.0,3.0,8.0,2.0,0.0,0.0,0.0,12.0,14.7,+10,3.0,2.0,0.6666666666666666,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,12.0,73.0,4.055555555555555,13.900000000000002,80.6,4.477777777777778
39,39,39,2023-01-08,26-243,MEM,,UTA,W (+5),1,33:59,7.0,15.0,.467,2.0,6.0,.333,5,5.0,1.000,0.0,2.0,2.0,6.0,4.0,0.0,1.0,1.0,21.0,20.7,+5,9.0,5.0,0.5555555555555556,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,12.0,84.0,4.666666666666667,18.700000000000003,90.70000000000002,5.03888888888889
40,40,40,2023-01-09,26-244,MEM,,SAS,W (+8),1,35:02,11.0,19.0,.579,2.0,4.0,.500,0,0.0,,1.0,2.0,3.0,6.0,3.0,0.0,2.0,1.0,24.0,21.2,+14,15.0,9.0,0.6,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,15.0,67.0,3.7222222222222223,21.20000000000001,71.39999999999999,3.9666666666666663
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,,0.0,0.0,0.0,0.0,0.0
42,41,41,2023-01-11,26-246,MEM,,SAS,W (+6),0,17:39,7.0,12.0,.583,2.0,2.0,1.000,0,0.0,,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,16.0,13.5,+15,10.0,5.0,0.5,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,8.0,83.0,4.611111111111111,13.5,97.0,5.388888888888889
43,42,42,2023-01-14,26-249,MEM,@,IND,W (+18),0,23:36,2.0,8.0,.250,2.0,5.0,.400,2,2.0,1.000,0.0,2.0,2.0,5.0,2.0,0.0,0.0,0.0,8.0,9.3,+16,3.0,0.0,0.0,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,7.0,101.0,5.611111111111111,8.5,100.5,5.583333333333333
44,43,43,2023-01-16,26-251,MEM,,PHO,W (+30),0,21:51,4.0,12.0,.333,2.0,8.0,.250,0,0.0,,0.0,4.0,4.0,8.0,0.0,0.0,1.0,1.0,10.0,8.6,+9,4.0,2.0,0.5,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,9.0,105.0,5.833333333333333,8.6,107.0,5.944444444444445
45,44,44,2023-01-18,26-253,MEM,,CLE,W (+1),0,18:07,1.0,6.0,.167,0.0,3.0,.000,0,0.0,,1.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,2.0,1.5,+8,3.0,1.0,0.3333333333333333,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,2.0,72.0,4.0,1.5000000000000004,87.7,4.872222222222223
46,45,45,2023-01-20,26-255,MEM,@,LAL,L (-1),0,19:57,6.0,9.0,.667,4.0,6.0,.667,4,4.0,1.000,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,20.0,17.8,+6,3.0,2.0,0.6666666666666666,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,10.0,69.0,3.8333333333333335,16.199999999999996,64.4,3.577777777777778
47,46,46,2023-01-22,26-257,MEM,@,PHO,L (-2),0,24:34,4.0,10.0,.400,3.0,6.0,.500,0,0.0,,0.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0,11.0,8.3,+10,4.0,1.0,0.25,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,6.0,59.0,3.2777777777777777,8.299999999999999,65.7,3.6500000000000004
48,47,47,2023-01-23,26-258,MEM,@,SAC,L (-33),1,31:05,5.0,13.0,.385,2.0,5.0,.400,0,0.0,,2.0,4.0,6.0,8.0,2.0,0.0,1.0,0.0,12.0,14.1,-7,8.0,3.0,0.375,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,14.0,44.0,2.4444444444444446,14.100000000000003,54.9,3.05
49,48,48,2023-01-25,26-260,MEM,@,GSW,L (-2),0,19:00,3.0,6.0,.500,0.0,1.0,.000,1,1.0,1.000,1.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,7.0,9.2,-1,5.0,3.0,0.6,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,7.0,55.0,3.055555555555556,8.799999999999999,73.69999999999999,4.094444444444444
50,49,49,2023-01-27,26-262,MEM,@,MIN,L (-11),0,19:46,0.0,4.0,.000,0.0,1.0,.000,0,0.0,,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,1.3,-12,3.0,0.0,0.0,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,2.0,62.0,3.4444444444444446,1.2999999999999998,67.3,3.738888888888889
51,50,50,2023-01-29,26-264,MEM,,IND,W (+12),0,29:46,4.0,10.0,.400,2.0,7.0,.286,0,0.0,,0.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,10.0,11.7,-3,3.0,2.0,0.6666666666666666,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,9.0,80.0,4.444444444444445,11.7,85.2,4.733333333333333
52,51,51,2023-02-01,26-267,MEM,,POR,L (-10),0,17:14,1.0,6.0,.167,1.0,4.0,.250,3,4.0,.750,0.0,3.0,3.0,3.0,0.0,0.0,1.0,0.0,6.0,3.8,-4,2.0,0.0,0.0,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,1.0,70.0,3.888888888888889,2.600000000000001,84.90000000000002,4.716666666666668
53,52,52,2023-02-02,26-268,MEM,@,CLE,L (-15),0,23:42,2.0,8.0,.250,0.0,2.0,.000,2,2.0,1.000,1.0,0.0,1.0,3.0,2.0,1.0,3.0,0.0,6.0,3.7,-15,6.0,2.0,0.3333333333333333,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,0.0,83.0,4.611111111111111,2.8999999999999995,80.9,4.4944444444444445
54,53,53,2023-02-05,26-271,MEM,,TOR,L (-3),1,33:51,4.0,9.0,.444,0.0,1.0,.000,1,1.0,1.000,1.0,7.0,8.0,7.0,3.0,0.0,4.0,1.0,9.0,10.6,+6,8.0,4.0,0.5,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,13.0,70.0,3.888888888888889,10.199999999999996,67.7,3.761111111111111
55,54,54,2023-02-07,26-273,MEM,,CHI,W (+15),0,14:32,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,+4,0.0,0.0,,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,2.0,66.0,3.6666666666666665,0.9999999999999996,75.2,4.177777777777778
56,55,55,2023-02-10,26-276,MEM,,MIN,W (+21),0,20:43,3.0,5.0,.600,0.0,0.0,,0,0.0,,0.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,6.0,5.0,+9,5.0,3.0,0.6,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,5.0,95.0,5.277777777777778,4.999999999999998,99.3,5.516666666666667
57,56,56,2023-02-12,26-278,MEM,@,BOS,L (-10),0,14:05,2.0,4.0,.500,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.7,-13,2.0,2.0,1.0,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,1.0,78.0,4.333333333333333,2.7,73.5,4.083333333333333
58,57,57,2023-02-15,26-281,MEM,,UTA,W (+6),0,13:56,0.0,3.0,.000,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,-0.4,+3,1.0,0.0,0.0,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,0.0,85.0,4.722222222222222,-0.4,87.49999999999999,4.861111111111111
59,58,58,2023-02-23,26-289,MEM,@,PHI,L (-5),0,15:48,1.0,3.0,.333,0.0,0.0,,0,0.0,,0.0,2.0,2.0,6.0,0.0,0.0,1.0,1.0,2.0,3.7,+1,3.0,1.0,0.3333333333333333,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,6.0,58.0,3.2222222222222223,3.6999999999999993,61.89999999999999,3.438888888888888
