Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Amir Coffey,Shared Games with Brandon Boston Jr.,Shared Games with Ivica Zubac,Shared Games with Jason Preston,Shared Games with Kawhi Leonard,Shared Games with Luke Kennard,Shared Games with Marcus Morris,Shared Games with Moses Brown,Shared Games with Moussa Diabaté,Shared Games with Nicolas Batum,Shared Games with Norman Powell,Shared Games with Paul George,Shared Games with Reggie Jackson,Shared Games with Robert Covington,Shared Games with Terance Mann,Amir Coffey,Brandon Boston Jr.,Ivica Zubac,Jason Preston,Kawhi Leonard,Luke Kennard,Marcus Morris,Moses Brown,Moussa Diabaté,Nicolas Batum,Norman Powell,Paul George,Reggie Jackson,Robert Covington,Terance Mann,Xavier Moon,co_inf with Amir Coffey,co_inf with Brandon Boston Jr.,co_inf with Ivica Zubac,co_inf with Jason Preston,co_inf with Kawhi Leonard,co_inf with Luke Kennard,co_inf with Marcus Morris,co_inf with Moses Brown,co_inf with Moussa Diabaté,co_inf with Nicolas Batum,co_inf with Norman Powell,co_inf with Paul George,co_inf with Reggie Jackson,co_inf with Robert Covington,co_inf with Terance Mann,co_inf with Xavier Moon,Shared Games with Bruno Fernando,Shared Games with Eric Gordon,Shared Games with Garrison Mathews,Alperen Şengün,Boban Marjanović,Daishen Nix,Darius Days,Frank Kaminsky,Jabari Smith Jr.,Jae'Sean Tate,Jalen Green,Jarrett Culver,Josh Christopher,Kenyon Martin Jr.,Kevin Porter Jr.,Tari Eason,Trevor Hudgins,TyTy Washington Jr.,Usman Garuba,Willie Cauley-Stein,co_inf with Alperen Şengün,co_inf with Boban Marjanović,co_inf with Daishen Nix,co_inf with Jabari Smith Jr.,co_inf with Jae'Sean Tate,co_inf with Jalen Green,co_inf with Jarrett Culver,co_inf with Josh Christopher,co_inf with Kenyon Martin Jr.,co_inf with Kevin Porter Jr.,co_inf with Tari Eason,co_inf with TyTy Washington Jr.,co_inf with Usman Garuba,co_inf with Darius Days,co_inf with Frank Kaminsky,co_inf with Trevor Hudgins,co_inf with Willie Cauley-Stein,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
22,22,,2022-11-29,32-084,LAC,@,POR,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,,49.0,2.7222222222222223,0.0,0,0.0
23,23,18,2022-11-30,32-085,LAC,@,UTA,L (-13),0,25:16,7.0,19.0,.368,0.0,5.0,.000,12,13.0,.923,0.0,2.0,2.0,5.0,0.0,0.0,2.0,1.0,26.0,16.8,-9,14.0,7.0,0.5,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,-1.0,52.0,2.888888888888889,12.000000000000009,0,0.0
24,24,19,2022-12-03,32-088,LAC,,SAC,L (-27),0,12:14,3.0,6.0,.500,1.0,1.0,1.000,5,5.0,1.000,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,12.0,6.5,-10,5.0,2.0,0.4,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,0.0,54.0,3.0,4.499999999999999,0,0.0
25,25,20,2022-12-05,32-090,LAC,@,CHO,W (+2),0,26:47,4.0,13.0,.308,1.0,3.0,.333,3,6.0,.500,0.0,5.0,5.0,12.0,1.0,1.0,3.0,1.0,12.0,11.5,+14,10.0,3.0,0.3,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,9.0,49.0,2.7222222222222223,10.3,0,0.0
26,26,,2022-12-07,32-092,LAC,@,ORL,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,,64.0,3.555555555555556,0.0,0,0.0
27,27,21,2022-12-08,32-093,LAC,@,MIA,L (-5),0,20:29,2.0,8.0,.250,2.0,3.0,.667,3,4.0,.750,1.0,2.0,3.0,8.0,0.0,0.0,4.0,0.0,9.0,6.7,-4,5.0,0.0,0.0,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,4.0,60.0,3.333333333333333,5.5,0,0.0
28,28,22,2022-12-10,32-095,LAC,@,WAS,W (+7),1,29:02,5.0,13.0,.385,0.0,4.0,.000,3,4.0,.750,0.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,13.0,8.2,-9,9.0,5.0,0.5555555555555556,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,1.0,70.0,3.888888888888889,6.999999999999998,0,0.0
29,29,23,2022-12-12,32-097,LAC,,BOS,W (+20),0,18:33,3.0,10.0,.300,0.0,2.0,.000,0,0.0,,0.0,4.0,4.0,4.0,1.0,0.0,0.0,1.0,6.0,4.8,-1,8.0,3.0,0.375,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,5.0,42.0,2.333333333333333,4.799999999999999,0,0.0
30,30,,2022-12-14,32-099,LAC,,MIN,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,,61.0,3.388888888888889,0.0,0,0.0
31,31,24,2022-12-15,32-100,LAC,,PHO,L (-16),1,26:05,5.0,15.0,.333,2.0,6.0,.333,0,0.0,,3.0,1.0,4.0,5.0,0.0,1.0,2.0,1.0,12.0,7.7,-5,9.0,3.0,0.3333333333333333,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,5.0,64.0,3.555555555555556,7.700000000000001,0,0.0
32,32,25,2022-12-17,32-102,LAC,,WAS,W (+9),1,27:36,2.0,10.0,.200,1.0,4.0,.250,4,6.0,.667,0.0,3.0,3.0,6.0,0.0,1.0,3.0,0.0,9.0,4.8,+1,6.0,1.0,0.1666666666666666,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,0.0,62.0,3.4444444444444446,3.2,0,0.0
33,33,26,2022-12-21,32-106,LAC,,CHO,W (+21),0,19:05,2.0,6.0,.333,0.0,3.0,.000,0,0.0,,0.0,2.0,2.0,3.0,1.0,1.0,4.0,3.0,4.0,-0.2,+2,3.0,2.0,0.6666666666666666,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,1.0,91.0,5.055555555555555,-0.2000000000000001,0,0.0
34,34,,2022-12-23,32-108,LAC,@,PHI,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,,53.0,2.9444444444444446,0.0,0,0.0
35,35,27,2022-12-26,32-111,LAC,@,DET,W (+11),0,26:29,6.0,11.0,.545,4.0,6.0,.667,0,0.0,,2.0,3.0,5.0,5.0,1.0,0.0,5.0,3.0,16.0,11.3,-26,5.0,2.0,0.4,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,11.0,54.0,3.0,11.299999999999995,0,0.0
36,36,,2022-12-27,32-112,LAC,@,TOR,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,,45.0,2.5,0.0,0,0.0
37,37,28,2022-12-29,32-114,LAC,@,BOS,L (-6),0,15:39,3.0,6.0,.500,2.0,3.0,.667,0,0.0,,1.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,8.0,8.1,-4,3.0,1.0,0.3333333333333333,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,7.0,47.0,2.611111111111111,8.1,0,0.0
38,38,29,2022-12-31,32-116,LAC,@,IND,L (-1),0,15:26,3.0,5.0,.600,1.0,1.0,1.000,0,0.0,,0.0,1.0,1.0,2.0,2.0,0.0,2.0,4.0,7.0,4.8,0,4.0,2.0,0.5,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,5.0,58.0,3.2222222222222223,4.800000000000001,0,0.0
39,39,30,2023-01-02,32-118,LAC,,MIA,L (-10),0,21:36,1.0,4.0,.250,0.0,1.0,.000,4,5.0,.800,0.0,3.0,3.0,4.0,0.0,0.0,2.0,0.0,6.0,4.9,-11,3.0,1.0,0.3333333333333333,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,2.0,50.0,2.7777777777777777,3.3000000000000016,0,0.0
40,40,,2023-01-05,32-121,LAC,@,DEN,L (-31),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,,53.0,2.9444444444444446,0.0,0,0.0
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,,0.0,0.0,0.0,0,0.0
42,41,31,2023-01-06,32-122,LAC,@,MIN,L (-13),0,25:47,6.0,12.0,.500,0.0,1.0,.000,2,3.0,.667,1.0,0.0,1.0,8.0,1.0,2.0,1.0,2.0,14.0,14.5,0,11.0,6.0,0.5454545454545454,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,10.0,64.0,3.555555555555556,13.699999999999996,0,0.0
43,42,32,2023-01-08,32-124,LAC,,ATL,L (-4),0,21:53,2.0,8.0,.250,1.0,3.0,.333,0,0.0,,0.0,2.0,2.0,5.0,0.0,1.0,2.0,2.0,5.0,2.2,-6,5.0,1.0,0.2,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,3.0,48.0,2.6666666666666665,2.1999999999999984,0,0.0
44,43,33,2023-01-10,32-126,LAC,,DAL,W (+12),0,15:17,2.0,11.0,.182,0.0,2.0,.000,1,2.0,.500,0.0,3.0,3.0,4.0,0.0,0.0,2.0,3.0,5.0,-1.8,-4,9.0,2.0,0.2222222222222222,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,-3.0,45.0,2.5,-2.2,0,0.0
45,44,34,2023-01-13,32-129,LAC,,DEN,L (-12),0,29:22,6.0,12.0,.500,2.0,4.0,.500,2,2.0,1.000,0.0,7.0,7.0,4.0,1.0,0.0,4.0,4.0,16.0,10.3,-5,8.0,4.0,0.5,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,10.0,64.0,3.555555555555556,9.500000000000002,0,0.0
46,45,,2023-01-15,32-131,LAC,,HOU,W (+21),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0,10,16,15,75.0,31.0,57.0,4.0,36.0,79.0,31.0,76.0,10.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18,,64.0,3.555555555555556,0.0,0,0.0
