Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Holiday,Shared Games with AJ Griffin,Shared Games with Bogdan Bogdanović,Shared Games with Clint Capela,Shared Games with De'Andre Hunter,Shared Games with Dejounte Murray,Shared Games with Donovan Williams,Shared Games with Jalen Johnson,Shared Games with Jarrett Culver,Shared Games with John Collins,Shared Games with Justin Holiday,Shared Games with Onyeka Okongwu,Shared Games with Trae Young,Shared Games with Trent Forrest,Shared Games with Tyrese Martin,Shared Games with Vit Krejci,Aaron Holiday,AJ Griffin,Bogdan Bogdanović,Clint Capela,De'Andre Hunter,Dejounte Murray,Derrick Favors,Donovan Williams,Jalen Johnson,Jarrett Culver,John Collins,Justin Holiday,Onyeka Okongwu,Trae Young,Trent Forrest,Tyrese Martin,Vit Krejci,co_inf with Aaron Holiday,co_inf with AJ Griffin,co_inf with Bogdan Bogdanović,co_inf with Clint Capela,co_inf with De'Andre Hunter,co_inf with Dejounte Murray,co_inf with Derrick Favors,co_inf with Donovan Williams,co_inf with Jalen Johnson,co_inf with Jarrett Culver,co_inf with John Collins,co_inf with Justin Holiday,co_inf with Onyeka Okongwu,co_inf with Trae Young,co_inf with Trent Forrest,co_inf with Tyrese Martin,co_inf with Vit Krejci,Shared Games with Alperen Şengün,Shared Games with Boban Marjanović,Shared Games with Bruno Fernando,Shared Games with Daishen Nix,Shared Games with Darius Days,Shared Games with Eric Gordon,Shared Games with Garrison Mathews,Shared Games with Jabari Smith Jr.,Shared Games with Jae'Sean Tate,Shared Games with Jalen Green,Shared Games with Josh Christopher,Shared Games with Kenyon Martin Jr.,Shared Games with Kevin Porter Jr.,Shared Games with Tari Eason,Shared Games with Trevor Hudgins,Shared Games with TyTy Washington Jr.,Shared Games with Usman Garuba,Shared Games with Frank Kaminsky,Shared Games with Saddiq Bey,Alperen Şengün,Boban Marjanović,Daishen Nix,Darius Days,Jabari Smith Jr.,Jae'Sean Tate,Jalen Green,John Wall,Josh Christopher,Kenyon Martin Jr.,Kevin Porter Jr.,Tari Eason,Trevor Hudgins,TyTy Washington Jr.,Usman Garuba,Willie Cauley-Stein,co_inf with Alperen Şengün,co_inf with Boban Marjanović,co_inf with Daishen Nix,co_inf with Darius Days,co_inf with Jabari Smith Jr.,co_inf with Jae'Sean Tate,co_inf with Jalen Green,co_inf with Josh Christopher,co_inf with Kenyon Martin Jr.,co_inf with Kevin Porter Jr.,co_inf with Tari Eason,co_inf with Trevor Hudgins,co_inf with TyTy Washington Jr.,co_inf with Usman Garuba,co_inf with John Wall,co_inf with Willie Cauley-Stein,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
30.0,13.0,2022-12-16,29-256,ATL,CHO,0,22.216666666666665,4.0,5.0,.800,2.0,3.0,.667,2,2.0,1.000,0.0,7.0,7.0,5.0,1.0,0.0,1.0,4.0,12.0,14.1,+17,2.0,2.0,1.0,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,17.0,61.0,1.7428571428571429,13.3,80.89999999999999,2.3114285714285714,15.3,0.7,2.8,1.2,1.7,0.0019821605550049,0.635,0.524,0.254,0.3,0.5,L (-11),L (-11)
31.0,,2022-12-19,29-259,ATL,ORL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,,69.0,1.9714285714285715,0.0,70.7,2.02,15.3,0.7,2.8,1.2,1.7,0.0019821605550049,0.635,0.524,0.254,0.3,0.5,W (+19),W (+19)
32.0,14.0,2022-12-21,29-261,ATL,CHI,0,4.733333333333333,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,-10,0.0,0.0,,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,0.0,62.0,1.7714285714285714,-0.3999999999999999,74.6,2.1314285714285712,15.3,0.7,2.8,1.2,1.7,0.0019821605550049,0.635,0.524,0.254,0.3,0.5,W (+1),W (+1)
33.0,15.0,2022-12-23,29-263,ATL,DET,0,2.6166666666666667,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.3,0,0.0,0.0,,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,0.0,92.0,2.628571428571429,-0.3,103.7,2.962857142857143,15.3,0.7,2.8,1.2,1.7,0.0019821605550049,0.635,0.524,0.254,0.3,0.5,L (-2),L (-2)
34.0,16.0,2022-12-27,29-267,ATL,IND,0,8.416666666666666,2.0,3.0,.667,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,3.7,+1,2.0,2.0,1.0,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,3.0,53.0,1.5142857142857142,3.7,63.39999999999999,1.8114285714285712,15.3,0.7,2.8,1.2,1.7,0.0019821605550049,0.635,0.524,0.254,0.3,0.5,W (+25),W (+25)
35.0,,2022-12-28,29-268,ATL,BRK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,,65.0,1.8571428571428568,0.0,68.9,1.9685714285714289,15.3,0.7,2.8,1.2,1.7,0.0019821605550049,0.635,0.524,0.254,0.3,0.5,L (-15),L (-15)
36.0,17.0,2022-12-30,29-270,ATL,LAL,0,3.783333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,+1,0.0,0.0,,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,0.0,45.0,1.2857142857142858,0.0,44.29999999999999,1.2657142857142851,15.3,0.7,2.8,1.2,1.7,0.0019821605550049,0.635,0.524,0.254,0.3,0.5,L (-1),L (-1)
37.0,,2023-01-02,29-273,ATL,GSW,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,,54.0,1.542857142857143,0.0,57.80000000000001,1.6514285714285717,15.3,0.7,2.8,1.2,1.7,0.0019821605550049,0.635,0.524,0.254,0.3,0.5,L (-9),L (-9)
38.0,18.0,2023-01-04,29-275,ATL,SAC,0,2.4,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-2,0.0,0.0,,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,1.0,63.0,1.8,0.3,65.2,1.862857142857143,15.3,0.7,2.8,1.2,1.7,0.0019821605550049,0.635,0.524,0.254,0.3,0.5,L (-2),L (-2)
39.0,19.0,2023-01-06,29-277,ATL,LAL,0,2.15,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,0.0,0.0,,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,1.0,52.0,1.4857142857142858,0.3,61.900000000000006,1.768571428571429,15.3,0.7,2.8,1.2,1.7,0.0019821605550049,0.635,0.524,0.254,0.3,0.5,W (+3),W (+3)
40.0,20.0,2023-01-08,29-279,ATL,LAC,0,11.233333333333333,1.0,2.0,.500,0.0,0.0,,2,4.0,.500,2.0,3.0,5.0,1.0,0.0,0.0,0.0,2.0,4.0,4.4,+4,2.0,1.0,0.5,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,4.0,53.0,1.5142857142857142,3.6000000000000023,57.8,1.6514285714285712,15.3,0.7,2.8,1.2,1.7,0.0019821605550049,0.635,0.524,0.254,0.3,0.5,L (-16),L (-16)
41.0,21.0,2023-01-11,29-282,ATL,MIL,0,14.416666666666666,5.0,7.0,.714,3.0,4.0,.750,0,0.0,,0.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,13.0,11.3,+13,3.0,2.0,0.6666666666666666,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,10.0,74.0,2.1142857142857143,11.3,66.8,1.9085714285714288,15.3,0.7,2.8,1.2,1.7,0.0019821605550049,0.635,0.524,0.254,0.3,0.5,W (+4),W (+4)
42.0,,2023-01-13,29-284,ATL,IND,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,,51.0,1.457142857142857,0.0,65.99999999999999,1.8857142857142848,15.3,0.7,2.8,1.2,1.7,0.0019821605550049,0.635,0.524,0.254,0.3,0.5,,
43.0,22.0,2023-01-14,29-285,ATL,TOR,0,3.0,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,+1,1.0,0.0,0.0,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,0.0,42.0,1.2,-0.3999999999999999,49.0,1.4,15.3,0.7,2.8,1.2,1.7,0.0019821605550049,0.635,0.524,0.254,0.3,0.5,L (-9),L (-9)
44.0,,2023-01-16,29-287,ATL,MIA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,,74.0,2.1142857142857143,0.0,78.0,2.2285714285714286,15.3,0.7,2.8,1.2,1.7,0.0019821605550049,0.635,0.524,0.254,0.3,0.5,W (+2),W (+2)
45.0,,2023-01-18,29-289,ATL,DAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,,64.0,1.8285714285714283,0.0,73.60000000000001,2.102857142857143,15.3,0.7,2.8,1.2,1.7,0.0019821605550049,0.635,0.524,0.254,0.3,0.5,W (+11),W (+11)
46.0,23.0,2023-01-20,29-291,ATL,NYK,0,1.3166666666666669,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,+1,0.0,0.0,,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,1.0,49.0,1.4,0.7,52.8,1.5085714285714285,15.3,0.7,2.8,1.2,1.7,0.0019821605550049,0.635,0.524,0.254,0.3,0.5,W (+8),W (+8)
47.0,,2023-01-21,29-292,ATL,CHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,,54.0,1.542857142857143,0.0,69.19999999999999,1.9771428571428569,15.3,0.7,2.8,1.2,1.7,0.0019821605550049,0.635,0.524,0.254,0.3,0.5,W (+8),W (+8)
48.0,24.0,2023-01-23,29-294,ATL,CHI,0,4.5,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,-1,1.0,1.0,1.0,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,2.0,68.0,1.9428571428571428,2.0,72.3,2.065714285714286,15.3,0.7,2.8,1.2,1.7,0.0019821605550049,0.635,0.524,0.254,0.3,0.5,W (+15),W (+15)
