Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Gill,Shared Games with Bradley Beal,Shared Games with Corey Kispert,Shared Games with Daniel Gafford,Shared Games with Delon Wright,Shared Games with Deni Avdija,Shared Games with Devon Dotson,Shared Games with Isaiah Todd,Shared Games with Johnny Davis,Shared Games with Jordan Goodwin,Shared Games with Kristaps Porziņģis,Shared Games with Kyle Kuzma,Shared Games with Monte Morris,Shared Games with Rui Hachimura,Shared Games with Taj Gibson,Shared Games with Will Barton,Anthony Gill,Bradley Beal,Corey Kispert,Daniel Gafford,Delon Wright,Deni Avdija,Devon Dotson,Isaiah Todd,Jay Huff,Johnny Davis,Jordan Goodwin,Jordan Schakel,Kristaps Porziņģis,Kyle Kuzma,Monte Morris,Quenton Jackson,Rui Hachimura,Taj Gibson,Will Barton,Xavier Cooks,co_inf with Anthony Gill,co_inf with Bradley Beal,co_inf with Corey Kispert,co_inf with Daniel Gafford,co_inf with Delon Wright,co_inf with Deni Avdija,co_inf with Devon Dotson,co_inf with Isaiah Todd,co_inf with Jay Huff,co_inf with Johnny Davis,co_inf with Jordan Goodwin,co_inf with Jordan Schakel,co_inf with Kristaps Porziņģis,co_inf with Kyle Kuzma,co_inf with Monte Morris,co_inf with Quenton Jackson,co_inf with Rui Hachimura,co_inf with Taj Gibson,co_inf with Will Barton,co_inf with Xavier Cooks,A.J. Green,A.J. Lawson,Aaron Gordon,Aaron Holiday,Aaron Nesmith,Aaron Wiggins,Admiral Schofield,AJ Griffin,Al Horford,Alec Burks,Aleksej Pokusevski,Alex Caruso,Alex Len,Alize Johnson,Alondes Williams,Alperen Şengün,Amir Coffey,Andre Drummond,Andre Iguodala,Andrew Nembhard,Andrew Wiggins,Anfernee Simons,Marcus Smart,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
24,,2022-12-04,21-282,WAS,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,56.0,10.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,16,,76.0,4.75,0.0,89.9,5.61875,0.0006466214031684,L (-11),L (-11)
25,,2022-12-07,21-285,WAS,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,56.0,10.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,16,,63.0,3.9375,0.0,77.99999999999999,4.874999999999999,0.0006466214031684,L (-4),L (-4)
26,,2022-12-09,21-287,WAS,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,56.0,10.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,16,,67.0,4.1875,0.0,83.69999999999999,5.231249999999999,0.0006466214031684,L (-10),L (-10)
27,,2022-12-10,21-288,WAS,LAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,56.0,10.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,16,,61.0,3.8125,0.0,77.0,4.8125,0.0006466214031684,L (-7),L (-7)
28,,2022-12-12,21-290,WAS,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,56.0,10.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,16,,66.0,4.125,0.0,64.19999999999999,4.012499999999999,0.0006466214031684,L (-12),L (-12)
29,,2022-12-14,21-292,WAS,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,56.0,10.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,16,,79.0,4.9375,0.0,99.4,6.2125,0.0006466214031684,L (-13),L (-13)
30,,2022-12-17,21-295,WAS,LAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,56.0,10.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,16,,56.0,3.5,0.0,61.79999999999999,3.8625,0.0006466214031684,L (-9),L (-9)
31,,2022-12-18,21-296,WAS,LAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,56.0,10.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,16,,71.0,4.4375,0.0,84.9,5.30625,0.0006466214031684,L (-2),L (-2)
32,,2022-12-20,21-298,WAS,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,56.0,10.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,16,,63.0,3.9375,0.0,85.89999999999999,5.36875,0.0006466214031684,W (+3),W (+3)
33,,2022-12-22,21-300,WAS,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,56.0,10.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,16,,65.0,4.0625,0.0,81.20000000000002,5.075000000000001,0.0006466214031684,L (-8),L (-8)
34,,2022-12-23,21-301,WAS,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,56.0,10.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,16,,87.0,5.4375,0.0,102.0,6.375,0.0006466214031684,W (+14),W (+14)
35,,2022-12-27,21-305,WAS,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,56.0,10.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,16,,57.0,3.5625,0.0,78.0,4.875,0.0006466214031684,W (+5),W (+5)
36,4,2022-12-28,21-306,WAS,PHO,0,1.9666666666666668,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,+1,0.0,0.0,,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,56.0,10.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,16,3.0,88.0,5.5,1.2999999999999998,106.59999999999998,6.662499999999999,0.0006466214031684,W (+25),W (+25)
37,,2022-12-30,21-308,WAS,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,56.0,10.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,16,,93.0,5.8125,0.0,91.7,5.73125,0.0006466214031684,W (+19),W (+19)
38,5,2023-01-01,21-310,WAS,MIL,0,3.85,1.0,1.0,1.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,3.1,0,1.0,1.0,1.0,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,56.0,10.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,16,3.0,86.0,5.375,3.1,96.2,6.0125,0.0006466214031684,W (+23),W (+23)
39,6,2023-01-03,21-312,WAS,MIL,0,1.3833333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,+4,0.0,0.0,,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,56.0,10.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,16,1.0,68.0,4.25,0.7,85.69999999999999,5.356249999999999,0.0006466214031684,L (-10),L (-10)
40,7,2023-01-06,21-315,WAS,OKC,0,2.7333333333333334,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,+1,0.0,0.0,,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,56.0,10.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,16,1.0,49.0,3.0625,0.3,68.3,4.26875,0.0006466214031684,L (-17),L (-17)
Rk,G,Date,Age,Tm,Opp,GS,0.0,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,56.0,10.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,16,,0.0,0.0,0.0,0.0,0.0,0.0006466214031684,,
41,,2023-01-09,21-318,WAS,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,56.0,10.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,16,,61.0,3.8125,0.0,71.99999999999999,4.499999999999999,0.0006466214031684,L (-20),L (-20)
42,,2023-01-11,21-320,WAS,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,56.0,10.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,16,,61.0,3.8125,0.0,67.39999999999999,4.2125,0.0006466214031684,W (+3),W (+3)
43,,2023-01-13,21-322,WAS,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,56.0,10.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,16,,57.0,3.5625,0.0,68.89999999999999,4.30625,0.0006466214031684,L (-4),L (-4)
44,,2023-01-16,21-325,WAS,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,56.0,10.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,16,,71.0,4.4375,0.0,86.29999999999998,5.393749999999999,0.0006466214031684,L (-9),L (-9)
45,,2023-01-18,21-327,WAS,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,56.0,10.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,16,,83.0,5.1875,0.0,90.20000000000005,5.637500000000003,0.0006466214031684,W (+11),W (+11)
46,,2023-01-21,21-330,WAS,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,56.0,10.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,16,,101.0,6.3125,0.0,117.4,7.3375,0.0006466214031684,W (+20),W (+20)
47,,2023-01-24,21-333,WAS,DAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,56.0,10.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,16,,72.0,4.5,0.0,93.9,5.86875,0.0006466214031684,W (+1),W (+1)
48,8,2023-01-25,21-334,WAS,HOU,0,6.383333333333334,0.0,3.0,.000,0.0,0.0,,0,0.0,,2.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,0.5,-8,3.0,0.0,0.0,9,7,10,10,8,11,2,2,5,8,10,10,10,6,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,56.0,10.0,0.1525423728813559,0.14,0.1351351351351351,0.1282051282051282,0.16,0.1447368421052631,0.3333333333333333,0.3333333333333333,0.0,0.1785714285714285,0.1290322580645161,0.0,0.1538461538461538,0.15625,0.1612903225806451,0.0,0.0952380952380952,0.0816326530612244,0.125,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,16,2.0,67.0,4.1875,0.5000000000000007,85.2,5.325,0.0006466214031684,W (+5),W (+5)
