Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alec Burks,Shared Games with Bojan Bogdanović,Shared Games with Braxton Key,Shared Games with Buddy Boeheim,Shared Games with Cade Cunningham,Shared Games with Cory Joseph,Shared Games with Hamidou Diallo,Shared Games with Isaiah Livers,Shared Games with Isaiah Stewart,Shared Games with Jaden Ivey,Shared Games with Jalen Duren,Shared Games with Jared Rhoden,Shared Games with Kevin Knox,Shared Games with Killian Hayes,Shared Games with Marvin Bagley III,Shared Games with Nerlens Noel,Shared Games with Rodney McGruder,Alec Burks,Bojan Bogdanović,Braxton Key,Buddy Boeheim,Cade Cunningham,Cory Joseph,Hamidou Diallo,Isaiah Livers,Isaiah Stewart,Jaden Ivey,Jalen Duren,Jared Rhoden,Kevin Knox,Killian Hayes,Marvin Bagley III,Nerlens Noel,Rodney McGruder,Stanley Umude,co_inf with Alec Burks,co_inf with Bojan Bogdanović,co_inf with Braxton Key,co_inf with Buddy Boeheim,co_inf with Cade Cunningham,co_inf with Cory Joseph,co_inf with Hamidou Diallo,co_inf with Isaiah Livers,co_inf with Isaiah Stewart,co_inf with Jaden Ivey,co_inf with Jalen Duren,co_inf with Jared Rhoden,co_inf with Kevin Knox,co_inf with Killian Hayes,co_inf with Marvin Bagley III,co_inf with Nerlens Noel,co_inf with Rodney McGruder,co_inf with Stanley Umude,Shared Games with AJ Griffin,Shared Games with Bogdan Bogdanović,Shared Games with Clint Capela,Shared Games with De'Andre Hunter,Shared Games with Dejounte Murray,Shared Games with Frank Kaminsky,Shared Games with Jalen Johnson,Shared Games with John Collins,Shared Games with Justin Holiday,Shared Games with Mfiondu Kabengele,Shared Games with Onyeka Okongwu,Shared Games with Trae Young,Shared Games with Trent Forrest,Shared Games with Tyrese Martin,Shared Games with Vit Krejci,Shared Games with James Wiseman,Shared Games with Aaron Holiday,Shared Games with Bruno Fernando,Shared Games with Garrison Mathews,Aaron Holiday,AJ Griffin,Bogdan Bogdanović,Bruno Fernando,Clint Capela,De'Andre Hunter,Dejounte Murray,Derrick Favors,Donovan Williams,Garrison Mathews,Jalen Johnson,Jarrett Culver,John Collins,Onyeka Okongwu,Trae Young,Trent Forrest,Tyrese Martin,Vit Krejci,co_inf with AJ Griffin,co_inf with Bogdan Bogdanović,co_inf with Clint Capela,co_inf with De'Andre Hunter,co_inf with Dejounte Murray,co_inf with Jalen Johnson,co_inf with Jarrett Culver,co_inf with John Collins,co_inf with Onyeka Okongwu,co_inf with Trae Young,co_inf with Trent Forrest,co_inf with Tyrese Martin,co_inf with Vit Krejci,co_inf with Aaron Holiday,co_inf with Bruno Fernando,co_inf with Derrick Favors,co_inf with Donovan Williams,co_inf with Garrison Mathews,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
29,29,25,2022-12-11,23-246,DET,,LAL,L (-7),0,25:49,5.0,14.0,.357,4.0,8.0,.500,0,1.0,.000,1.0,2.0,3.0,1.0,2.0,0.0,0.0,1.0,14.0,9.4,-7,6.0,1.0,0.1666666666666666,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,5.0,66.0,1.8333333333333333,9.4,92.20000000000002,2.561111111111112
30,30,26,2022-12-14,23-249,DET,@,CHO,W (+7),0,17:48,2.0,6.0,.333,1.0,4.0,.250,0,1.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.8,+1,2.0,1.0,0.5,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,-2.0,49.0,1.3611111111111112,0.8000000000000006,82.4,2.288888888888889
31,31,27,2022-12-16,23-251,DET,,SAC,L (-9),0,27:13,5.0,11.0,.455,2.0,5.0,.400,2,4.0,.500,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,14.0,9.5,-1,6.0,3.0,0.5,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,2.0,77.0,2.138888888888889,8.700000000000001,97.5,2.7083333333333335
32,32,28,2022-12-18,23-253,DET,,BRK,L (-3),0,19:14,4.0,7.0,.571,0.0,2.0,.000,2,3.0,.667,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,6.2,-16,5.0,4.0,0.8,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,1.0,67.0,1.8611111111111112,5.4,80.0,2.2222222222222223
33,33,29,2022-12-20,23-255,DET,,UTA,L (-15),0,20:22,2.0,8.0,.250,2.0,4.0,.500,1,2.0,.500,0.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0,7.0,3.6,-14,4.0,0.0,0.0,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,3.0,98.0,2.7222222222222223,3.2000000000000006,113.4,3.1500000000000004
34,34,30,2022-12-21,23-256,DET,@,PHI,L (-20),0,27:05,4.0,10.0,.400,2.0,5.0,.400,1,3.0,.333,2.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,11.0,6.2,-6,5.0,2.0,0.4,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,1.0,56.0,1.5555555555555556,5.8,83.79999999999998,2.3277777777777775
35,35,31,2022-12-23,23-258,DET,@,ATL,L (-25),0,21:18,1.0,5.0,.200,0.0,2.0,.000,4,4.0,1.000,1.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,6.0,3.9,-12,3.0,1.0,0.3333333333333333,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,0.0,60.0,1.6666666666666667,2.3000000000000003,85.29999999999998,2.369444444444444
36,36,32,2022-12-26,23-261,DET,,LAC,L (-11),0,26:14,4.0,12.0,.333,3.0,6.0,.500,2,2.0,1.000,2.0,4.0,6.0,1.0,2.0,0.0,1.0,2.0,13.0,9.7,+17,6.0,1.0,0.1666666666666666,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,7.0,58.0,1.6111111111111112,8.899999999999999,82.10000000000001,2.280555555555556
37,37,33,2022-12-28,23-263,DET,,ORL,W (+20),0,35:15,8.0,16.0,.500,6.0,11.0,.545,6,8.0,.750,0.0,8.0,8.0,4.0,1.0,1.0,2.0,3.0,28.0,22.9,+20,5.0,2.0,0.4,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,16.0,81.0,2.25,20.500000000000004,110.1,3.058333333333333
38,38,34,2022-12-30,23-265,DET,@,CHI,L (-14),1,30:38,4.0,13.0,.308,2.0,7.0,.286,0,0.0,,2.0,2.0,4.0,2.0,2.0,0.0,2.0,0.0,10.0,5.9,-17,6.0,2.0,0.3333333333333333,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,3.0,65.0,1.805555555555556,5.9,95.9,2.663888888888889
39,39,35,2022-12-31,23-266,DET,@,MIN,W (+12),1,18:25,4.0,8.0,.500,1.0,4.0,.250,4,4.0,1.000,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,13.0,9.8,-14,4.0,3.0,0.75,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,5.0,55.0,1.5277777777777777,8.2,80.1,2.2249999999999996
40,40,36,2023-01-02,23-268,DET,@,POR,L (-29),1,27:05,2.0,6.0,.333,1.0,2.0,.500,4,5.0,.800,1.0,4.0,5.0,0.0,2.0,0.0,2.0,2.0,9.0,6.3,-26,4.0,1.0,0.25,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,3.0,70.0,1.9444444444444444,4.7,84.10000000000001,2.3361111111111112
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,,0.0,0.0,0.0,0.0,0.0
42,41,37,2023-01-04,23-270,DET,@,GSW,W (+3),0,28:46,6.0,17.0,.353,4.0,10.0,.400,1,1.0,1.000,0.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,17.0,11.1,-3,7.0,2.0,0.2857142857142857,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,5.0,61.0,1.6944444444444444,10.699999999999998,80.59999999999998,2.2388888888888885
43,42,38,2023-01-06,23-272,DET,@,SAS,L (-12),0,25:44,4.0,10.0,.400,2.0,4.0,.500,0,0.0,,2.0,2.0,4.0,2.0,1.0,0.0,1.0,1.0,10.0,7.6,-9,6.0,2.0,0.3333333333333333,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,6.0,81.0,2.25,7.6,90.29999999999998,2.508333333333333
44,43,39,2023-01-08,23-274,DET,,PHI,L (-12),1,28:42,1.0,4.0,.250,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,1.1,-2,2.0,1.0,0.5,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,2.0,68.0,1.8888888888888888,1.0999999999999996,81.4,2.261111111111111
45,44,40,2023-01-10,23-276,DET,@,PHI,L (-31),1,34:03,4.0,14.0,.286,0.0,6.0,.000,9,9.0,1.000,0.0,4.0,4.0,2.0,0.0,1.0,0.0,3.0,17.0,10.9,-22,8.0,4.0,0.5,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,1.0,78.0,2.1666666666666665,7.3,99.0,2.75
46,45,41,2023-01-11,23-277,DET,,MIN,W (+17),1,37:56,10.0,16.0,.625,4.0,6.0,.667,7,8.0,.875,1.0,5.0,6.0,1.0,1.0,0.0,4.0,1.0,31.0,22.9,+2,10.0,6.0,0.6,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,11.0,79.0,2.1944444444444446,20.10000000000001,103.39999999999998,2.872222222222222
47,46,42,2023-01-13,23-279,DET,,NOP,L (-6),1,30:45,5.0,14.0,.357,1.0,4.0,.250,9,10.0,.900,3.0,7.0,10.0,3.0,1.0,1.0,2.0,2.0,20.0,17.0,-14,10.0,4.0,0.4,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,9.0,87.0,2.4166666666666665,13.400000000000002,120.5,3.3472222222222223
