Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bam Adebayo,Shared Games with Caleb Martin,Shared Games with Cody Zeller,Shared Games with Dewayne Dedmon,Shared Games with Dru Smith,Shared Games with Duncan Robinson,Shared Games with Gabe Vincent,Shared Games with Haywood Highsmith,Shared Games with Jamal Cain,Shared Games with Jimmy Butler,Shared Games with Kyle Lowry,Shared Games with Max Strus,Shared Games with Orlando Robinson,Shared Games with Tyler Herro,Shared Games with Udonis Haslem,Shared Games with Victor Oladipo,Bam Adebayo,Caleb Martin,Cody Zeller,Dewayne Dedmon,Dru Smith,Duncan Robinson,Gabe Vincent,Haywood Highsmith,Jamal Cain,Jamaree Bouyea,Jimmy Butler,Kyle Lowry,Max Strus,Omer Yurtseven,Orlando Robinson,Tyler Herro,Udonis Haslem,Victor Oladipo,co_inf with Bam Adebayo,co_inf with Caleb Martin,co_inf with Cody Zeller,co_inf with Dewayne Dedmon,co_inf with Dru Smith,co_inf with Duncan Robinson,co_inf with Gabe Vincent,co_inf with Haywood Highsmith,co_inf with Jamal Cain,co_inf with Jamaree Bouyea,co_inf with Jimmy Butler,co_inf with Kyle Lowry,co_inf with Max Strus,co_inf with Omer Yurtseven,co_inf with Orlando Robinson,co_inf with Tyler Herro,co_inf with Udonis Haslem,co_inf with Victor Oladipo,Kevin Love,Trent Forrest,co_inf with Kevin Love,co_inf with Trent Forrest,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
29,29,,2022-12-14,19-188,MIA,@,OKC,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,76.0,4.75,0.0,73.8,4.6125
30,30,,2022-12-15,19-189,MIA,@,HOU,W (+3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,73.0,4.5625,0.0,77.2,4.825
31,31,12,2022-12-17,19-191,MIA,@,SAS,W (+10),1,14:47,1.0,3.0,.333,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.8,+10,1.0,0.0,0.0,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,1.0,79.0,4.9375,0.7999999999999996,82.70000000000002,5.168750000000001
32,32,13,2022-12-20,19-194,MIA,,CHI,L (-10),0,1:21,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,+4,0.0,0.0,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,-1.0,71.0,4.4375,-0.7,74.0,4.625
33,33,,2022-12-23,19-197,MIA,,IND,L (-3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,79.0,4.9375,0.0,84.4,5.275
34,34,14,2022-12-26,19-200,MIA,,MIN,W (+3),1,18:57,4.0,8.0,.500,1.0,4.0,.250,0,0.0,,1.0,2.0,3.0,0.0,0.0,1.0,0.0,4.0,9.0,5.4,-2,4.0,3.0,0.75,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,5.0,57.0,3.5625,5.399999999999999,65.1,4.06875
35,35,15,2022-12-28,19-202,MIA,,LAL,W (+14),0,0:27,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,0.0,88.0,5.5,0.0,93.8,5.8625
36,36,,2022-12-30,19-204,MIA,@,DEN,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,66.0,4.125,0.0,77.6,4.85
37,37,,2022-12-31,19-205,MIA,@,UTA,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,89.0,5.5625,0.0,91.6,5.725
38,38,,2023-01-02,19-207,MIA,@,LAC,W (+10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,84.0,5.25,0.0,76.2,4.7625
39,39,,2023-01-04,19-209,MIA,@,LAL,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,68.0,4.25,0.0,83.60000000000002,5.225000000000001
40,40,,2023-01-06,19-211,MIA,@,PHO,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,60.0,3.75,0.0,69.5,4.34375
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,0.0,0.0,0.0,0.0,0.0
42,41,,2023-01-08,19-213,MIA,,BRK,L (-1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,45.0,2.8125,0.0,63.8,3.9875
43,42,,2023-01-10,19-215,MIA,,OKC,W (+1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,39.0,2.4375,0.0,63.00000000000001,3.9375000000000004
44,43,,2023-01-12,19-217,MIA,,MIL,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,72.0,4.5,0.0,80.8,5.05
45,44,,2023-01-14,19-219,MIA,,MIL,W (+16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,79.0,4.9375,0.0,83.8,5.2375
46,45,,2023-01-16,19-221,MIA,@,ATL,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,78.0,4.875,0.0,88.5,5.53125
47,46,,2023-01-18,19-223,MIA,@,NOP,W (+26),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,88.0,5.5,0.0,102.6,6.4125
48,47,,2023-01-20,19-225,MIA,@,DAL,L (-25),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,44.0,2.75,0.0,49.3,3.08125
49,48,,2023-01-22,19-227,MIA,,NOP,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,55.0,3.4375,0.0,65.49999999999999,4.093749999999999
50,49,,2023-01-24,19-229,MIA,,BOS,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,49.0,3.0625,0.0,61.1,3.81875
51,50,,2023-01-27,19-232,MIA,,ORL,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,62.0,3.875,0.0,80.7,5.04375
52,51,,2023-01-29,19-234,MIA,@,CHO,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,66.0,4.125,0.0,86.1,5.38125
53,52,,2023-01-31,19-236,MIA,@,CLE,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,54.0,3.375,0.0,66.5,4.15625
54,53,,2023-02-02,19-238,MIA,@,NYK,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,59.0,3.6875,0.0,76.70000000000002,4.793750000000001
55,54,,2023-02-04,19-240,MIA,@,MIL,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,64.0,4.0,0.0,83.60000000000001,5.2250000000000005
56,55,,2023-02-08,19-244,MIA,,IND,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,63.0,3.9375,0.0,81.59999999999998,5.099999999999999
57,56,,2023-02-10,19-246,MIA,,HOU,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,59.0,3.6875,0.0,68.70000000000002,4.293750000000001
58,57,,2023-02-11,19-247,MIA,@,ORL,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,59.0,3.6875,0.0,69.0,4.3125
59,58,,2023-02-13,19-249,MIA,,DEN,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,44.0,2.75,0.0,64.1,4.00625
60,59,,2023-02-15,19-251,MIA,@,BRK,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,13,6,9,4,11,8,12,8,7,12,13,10,10,2,5,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,9.0,31.0,67.0,7.0,42.0,0.16,0.1830985915492957,0.4,0.2368421052631578,0.2666666666666666,0.2619047619047619,0.1176470588235294,0.2222222222222222,0.4444444444444444,0.0,0.109375,0.2181818181818181,0.1625,0.0,0.3225806451612903,0.1492537313432835,0.2857142857142857,0.119047619047619,62.0,23.0,0.0,0.0,16,,49.0,3.0625,0.0,70.19999999999999,4.387499999999999
