Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Wiggins,Shared Games with Darius Bazley,Shared Games with Eugene Omoruyi,Shared Games with Isaiah Joe,Shared Games with Jalen Williams,Shared Games with Jaylin Williams,Shared Games with Jeremiah Robinson-Earl,Shared Games with Josh Giddey,Shared Games with Kenrich Williams,Shared Games with Lindy Waters III,Shared Games with Luguentz Dort,Shared Games with Mike Muscala,Shared Games with Ousmane Dieng,Shared Games with Shai Gilgeous-Alexander,Shared Games with Tre Mann,Aaron Wiggins,Chet Holmgren,Darius Bazley,Eugene Omoruyi,Isaiah Joe,Jalen Williams,Jared Butler,Jaylin Williams,Jeremiah Robinson-Earl,Josh Giddey,Kenrich Williams,Lindy Waters III,Luguentz Dort,Mike Muscala,Ousmane Dieng,Shai Gilgeous-Alexander,Tre Mann,co_inf with Aaron Wiggins,co_inf with Chet Holmgren,co_inf with Darius Bazley,co_inf with Eugene Omoruyi,co_inf with Isaiah Joe,co_inf with Jalen Williams,co_inf with Jared Butler,co_inf with Jaylin Williams,co_inf with Jeremiah Robinson-Earl,co_inf with Josh Giddey,co_inf with Kenrich Williams,co_inf with Lindy Waters III,co_inf with Luguentz Dort,co_inf with Mike Muscala,co_inf with Ousmane Dieng,co_inf with Shai Gilgeous-Alexander,co_inf with Tre Mann,Shared Games with Dario Šarić,Shared Games with Olivier Sarr,Danilo Gallinari,Dario Šarić,Olivier Sarr,co_inf with Danilo Gallinari,co_inf with Dario Šarić,co_inf with Olivier Sarr,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
29,29,26,2022-12-16,20-355,OKC,,MIN,L (-2),1,24:04,3.0,8.0,.375,1.0,5.0,.200,2,2.0,1.000,1.0,3.0,4.0,3.0,1.0,2.0,2.0,1.0,9.0,8.3,-15,3.0,2.0,0.6666666666666666,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,7.0,40.0,2.3529411764705883,7.4999999999999964,48.19999999999999,2.835294117647058
30,30,27,2022-12-17,20-356,OKC,,MEM,W (+6),1,22:08,3.0,10.0,.300,2.0,5.0,.400,1,2.0,.500,1.0,5.0,6.0,4.0,0.0,0.0,0.0,4.0,9.0,6.2,+3,5.0,1.0,0.2,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,7.0,62.0,3.647058823529412,5.799999999999999,70.00000000000001,4.11764705882353
31,31,28,2022-12-19,20-358,OKC,,POR,W (+2),1,23:13,3.0,9.0,.333,0.0,4.0,.000,2,4.0,.500,3.0,3.0,6.0,3.0,0.0,1.0,2.0,2.0,8.0,5.1,-14,5.0,3.0,0.6,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,3.0,41.0,2.411764705882353,4.3,67.4,3.9647058823529413
32,32,29,2022-12-21,20-360,OKC,,POR,W (+3),1,20:05,2.0,7.0,.286,0.0,2.0,.000,2,2.0,1.000,1.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,6.0,5.2,-4,5.0,2.0,0.4,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,3.0,49.0,2.8823529411764706,4.4,63.0,3.7058823529411766
33,33,30,2022-12-23,20-362,OKC,,NOP,L (-3),1,31:36,7.0,11.0,.636,3.0,5.0,.600,0,0.0,,0.0,6.0,6.0,3.0,4.0,1.0,1.0,5.0,17.0,17.7,-6,6.0,4.0,0.6666666666666666,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,19.0,45.0,2.647058823529412,17.700000000000003,61.500000000000014,3.6176470588235303
34,34,31,2022-12-27,21-001,OKC,,SAS,W (+16),1,1:56,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.7,+2,0.0,0.0,,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,4.0,74.0,4.352941176470588,3.6999999999999993,85.89999999999999,5.052941176470588
35,35,,2022-12-29,21-003,OKC,@,CHO,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,,50.0,2.9411764705882355,0.0,69.99999999999999,4.117647058823529
36,36,,2022-12-31,21-005,OKC,,PHI,L (-19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,,48.0,2.823529411764706,0.0,56.89999999999999,3.3470588235294114
37,37,,2023-01-03,21-008,OKC,,BOS,W (+33),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,,112.0,6.588235294117647,0.0,134.6,7.917647058823529
38,38,,2023-01-04,21-009,OKC,@,ORL,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,,45.0,2.647058823529412,0.0,66.70000000000002,3.923529411764707
39,39,,2023-01-06,21-011,OKC,,WAS,W (+17),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,,89.0,5.235294117647059,0.0,99.29999999999995,5.841176470588232
40,40,,2023-01-08,21-013,OKC,,DAL,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,,78.0,4.588235294117647,0.0,87.6,5.152941176470588
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,,0.0,0.0,0.0,0.0,0.0
42,41,,2023-01-10,21-015,OKC,@,MIA,L (-1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,,58.0,3.411764705882353,0.0,69.6,4.094117647058823
43,42,,2023-01-12,21-017,OKC,@,PHI,W (+19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,,107.0,6.294117647058823,0.0,124.0,7.294117647058823
44,43,,2023-01-13,21-018,OKC,@,CHI,W (+14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,,86.0,5.0588235294117645,0.0,97.09999999999998,5.711764705882352
45,44,,2023-01-15,21-020,OKC,@,BRK,W (+10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,,66.0,3.882352941176471,0.0,81.79999999999998,4.811764705882352
46,45,,2023-01-18,21-023,OKC,,IND,W (+20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,,112.0,6.588235294117647,0.0,119.8,7.047058823529412
47,46,,2023-01-20,21-025,OKC,@,SAC,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,,67.0,3.941176470588236,0.0,83.30000000000001,4.9
48,47,,2023-01-22,21-027,OKC,@,DEN,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,,60.0,3.5294117647058822,0.0,67.4,3.9647058823529413
49,48,,2023-01-25,21-030,OKC,,ATL,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,,97.0,5.705882352941177,0.0,113.2,6.658823529411765
50,49,,2023-01-27,21-032,OKC,,CLE,W (+12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,,74.0,4.352941176470588,0.0,87.19999999999999,5.129411764705882
51,50,,2023-01-30,21-035,OKC,,GSW,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,,59.0,3.4705882352941178,0.0,75.89999999999999,4.46470588235294
52,51,,2023-02-01,21-037,OKC,@,HOU,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,,61.0,3.588235294117647,0.0,70.19999999999999,4.129411764705882
53,52,,2023-02-04,21-040,OKC,,HOU,W (+32),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,,104.0,6.117647058823529,0.0,123.8,7.2823529411764705
54,53,,2023-02-06,21-042,OKC,@,GSW,L (-27),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,,62.0,3.647058823529412,0.0,88.3,5.194117647058824
55,54,,2023-02-07,21-043,OKC,@,LAL,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,,93.0,5.470588235294118,0.0,106.60000000000002,6.270588235294119
56,55,,2023-02-10,21-046,OKC,@,POR,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,,81.0,4.764705882352941,0.0,109.5,6.4411764705882355
57,56,,2023-02-13,21-049,OKC,,NOP,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,,49.0,2.8823529411764706,0.0,63.7,3.7470588235294118
58,57,,2023-02-15,21-051,OKC,,HOU,W (+37),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,,65.0,3.823529411764706,0.0,85.79999999999998,5.047058823529411
59,58,,2023-02-23,21-059,OKC,@,UTA,L (-1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,27,20,13,28,30,9,25,29,23,10,33,21,15,29,28,70.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3857142857142857,,0.4651162790697674,0.325,0.3835616438356164,0.4,0.0,0.1836734693877551,0.5813953488372093,0.3815789473684211,0.4339622641509434,0.2439024390243902,0.4459459459459459,0.3333333333333333,0.3846153846153846,0.4264705882352941,0.417910447761194,1,5,,57.0,9.0,,0.0175438596491228,0.5555555555555556,17,,57.0,3.3529411764705883,0.0,78.8,4.635294117647058
