Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Green,Shared Games with Bobby Portis,Shared Games with Brook Lopez,Shared Games with Giannis Antetokounmpo,Shared Games with Grayson Allen,Shared Games with Jevon Carter,Shared Games with Joe Ingles,Shared Games with Jordan Nwora,Shared Games with Jrue Holiday,Shared Games with Khris Middleton,Shared Games with MarJon Beauchamp,Shared Games with Meyers Leonard,Shared Games with Pat Connaughton,Shared Games with Sandro Mamukelashvili,Shared Games with Serge Ibaka,Shared Games with Thanasis Antetokounmpo,Shared Games with Wesley Matthews,A.J. Green,Bobby Portis,Brook Lopez,Giannis Antetokounmpo,Grayson Allen,Jevon Carter,Joe Ingles,Jordan Nwora,Jrue Holiday,Khris Middleton,Lindell Wigginton,MarJon Beauchamp,Meyers Leonard,Pat Connaughton,Sandro Mamukelashvili,Serge Ibaka,Thanasis Antetokounmpo,Wesley Matthews,co_inf with A.J. Green,co_inf with Bobby Portis,co_inf with Brook Lopez,co_inf with Giannis Antetokounmpo,co_inf with Grayson Allen,co_inf with Jevon Carter,co_inf with Joe Ingles,co_inf with Jordan Nwora,co_inf with Jrue Holiday,co_inf with Khris Middleton,co_inf with Lindell Wigginton,co_inf with MarJon Beauchamp,co_inf with Meyers Leonard,co_inf with Pat Connaughton,co_inf with Sandro Mamukelashvili,co_inf with Serge Ibaka,co_inf with Thanasis Antetokounmpo,co_inf with Wesley Matthews,Shared Games with Goran Dragić,Shared Games with Aaron Nesmith,Shared Games with Andrew Nembhard,Shared Games with Bennedict Mathurin,Shared Games with Buddy Hield,Shared Games with Chris Duarte,Shared Games with Daniel Theis,Shared Games with Isaiah Jackson,Shared Games with Jalen Smith,Shared Games with James Johnson,Shared Games with Myles Turner,Shared Games with Oshae Brissett,Shared Games with T.J. McConnell,Shared Games with Tyrese Haliburton,Aaron Nesmith,Andrew Nembhard,Bennedict Mathurin,Buddy Hield,Chris Duarte,Daniel Theis,Gabe York,Isaiah Jackson,Jalen Smith,James Johnson,John Collins,Kendall Brown,Myles Turner,Oshae Brissett,T.J. McConnell,Trevelin Queen,Tyrese Haliburton,co_inf with Aaron Nesmith,co_inf with Andrew Nembhard,co_inf with Bennedict Mathurin,co_inf with Buddy Hield,co_inf with Chris Duarte,co_inf with Daniel Theis,co_inf with Gabe York,co_inf with Isaiah Jackson,co_inf with Jalen Smith,co_inf with James Johnson,co_inf with John Collins,co_inf with Kendall Brown,co_inf with Myles Turner,co_inf with Oshae Brissett,co_inf with T.J. McConnell,co_inf with Trevelin Queen,co_inf with Tyrese Haliburton,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
29.0,29.0,2022-12-17,36-227,MIL,UTA,0,16.65,3.0,4.0,.750,1.0,2.0,.500,2,2.0,1.000,2.0,3.0,5.0,3.0,1.0,0.0,3.0,1.0,9.0,9.4,+12,2.0,2.0,1.0,16,34,34,27,32,35,5,40,27,8,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308,23,10,11,9,11,7,1,10,11,3,6,7,9,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.136986301369863,0.1466666666666666,0.1153846153846153,0.1375,0.1521739130434782,0.1428571428571428,0.0,0.1587301587301587,0.1617647058823529,0.1666666666666666,0.0,0.0,0.0967741935483871,0.1076923076923077,0.12,0.0,0.1071428571428571,31,9.0,80.0,2.5806451612903225,8.6,94.4,3.045161290322581,10.6,1.9,-1.5,-2.4,0.9,0.0182500782146209,0.61,0.572,0.331,0.1,1.1,L (-41),L (-41)
30.0,,2022-12-19,36-229,MIL,NOP,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,16,34,34,27,32,35,5,40,27,8,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308,23,10,11,9,11,7,1,10,11,3,6,7,9,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.136986301369863,0.1466666666666666,0.1153846153846153,0.1375,0.1521739130434782,0.1428571428571428,0.0,0.1587301587301587,0.1617647058823529,0.1666666666666666,0.0,0.0,0.0967741935483871,0.1076923076923077,0.12,0.0,0.1071428571428571,31,,80.0,2.5806451612903225,0.0,90.9,2.9322580645161294,10.6,1.9,-1.5,-2.4,0.9,0.0182500782146209,0.61,0.572,0.331,0.1,1.1,W (+26),W (+26)
31.0,,2022-12-21,36-231,MIL,CLE,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,16,34,34,27,32,35,5,40,27,8,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308,23,10,11,9,11,7,1,10,11,3,6,7,9,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.136986301369863,0.1466666666666666,0.1153846153846153,0.1375,0.1521739130434782,0.1428571428571428,0.0,0.1587301587301587,0.1617647058823529,0.1666666666666666,0.0,0.0,0.0967741935483871,0.1076923076923077,0.12,0.0,0.1071428571428571,31,,64.0,2.064516129032258,0.0,63.3,2.041935483870968,10.6,1.9,-1.5,-2.4,0.9,0.0182500782146209,0.61,0.572,0.331,0.1,1.1,W (+9),W (+9)
32.0,,2022-12-23,36-233,MIL,BRK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,16,34,34,27,32,35,5,40,27,8,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308,23,10,11,9,11,7,1,10,11,3,6,7,9,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.136986301369863,0.1466666666666666,0.1153846153846153,0.1375,0.1521739130434782,0.1428571428571428,0.0,0.1587301587301587,0.1617647058823529,0.1666666666666666,0.0,0.0,0.0967741935483871,0.1076923076923077,0.12,0.0,0.1071428571428571,31,,90.0,2.903225806451613,0.0,92.6,2.987096774193548,10.6,1.9,-1.5,-2.4,0.9,0.0182500782146209,0.61,0.572,0.331,0.1,1.1,L (-8),L (-8)
33.0,,2022-12-25,36-235,MIL,BOS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,16,34,34,27,32,35,5,40,27,8,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308,23,10,11,9,11,7,1,10,11,3,6,7,9,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.136986301369863,0.1466666666666666,0.1153846153846153,0.1375,0.1521739130434782,0.1428571428571428,0.0,0.1587301587301587,0.1617647058823529,0.1666666666666666,0.0,0.0,0.0967741935483871,0.1076923076923077,0.12,0.0,0.1071428571428571,31,,94.0,3.032258064516129,0.0,82.0,2.6451612903225805,10.6,1.9,-1.5,-2.4,0.9,0.0182500782146209,0.61,0.572,0.331,0.1,1.1,L (-18),L (-18)
34.0,30.0,2022-12-28,36-238,MIL,CHI,0,28.35,3.0,7.0,.429,0.0,4.0,.000,2,2.0,1.000,0.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,8.0,5.1,-4,3.0,3.0,1.0,16,34,34,27,32,35,5,40,27,8,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308,23,10,11,9,11,7,1,10,11,3,6,7,9,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.136986301369863,0.1466666666666666,0.1153846153846153,0.1375,0.1521739130434782,0.1428571428571428,0.0,0.1587301587301587,0.1617647058823529,0.1666666666666666,0.0,0.0,0.0967741935483871,0.1076923076923077,0.12,0.0,0.1071428571428571,31,2.0,59.0,1.903225806451613,4.3,54.400000000000006,1.7548387096774196,10.6,1.9,-1.5,-2.4,0.9,0.0182500782146209,0.61,0.572,0.331,0.1,1.1,L (-21),L (-21)
35.0,,2022-12-30,36-240,MIL,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16,34,34,27,32,35,5,40,27,8,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308,23,10,11,9,11,7,1,10,11,3,6,7,9,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.136986301369863,0.1466666666666666,0.1153846153846153,0.1375,0.1521739130434782,0.1428571428571428,0.0,0.1587301587301587,0.1617647058823529,0.1666666666666666,0.0,0.0,0.0967741935483871,0.1076923076923077,0.12,0.0,0.1071428571428571,31,,92.0,2.967741935483871,0.0,98.4,3.174193548387097,10.6,1.9,-1.5,-2.4,0.9,0.0182500782146209,0.61,0.572,0.331,0.1,1.1,L (-6),L (-6)
36.0,,2023-01-01,36-242,MIL,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16,34,34,27,32,35,5,40,27,8,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308,23,10,11,9,11,7,1,10,11,3,6,7,9,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.136986301369863,0.1466666666666666,0.1153846153846153,0.1375,0.1521739130434782,0.1428571428571428,0.0,0.1587301587301587,0.1617647058823529,0.1666666666666666,0.0,0.0,0.0967741935483871,0.1076923076923077,0.12,0.0,0.1071428571428571,31,,100.0,3.225806451612903,0.0,116.20000000000002,3.748387096774194,10.6,1.9,-1.5,-2.4,0.9,0.0182500782146209,0.61,0.572,0.331,0.1,1.1,W (+9),W (+9)
37.0,,2023-01-03,36-244,MIL,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16,34,34,27,32,35,5,40,27,8,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308,23,10,11,9,11,7,1,10,11,3,6,7,9,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.136986301369863,0.1466666666666666,0.1153846153846153,0.1375,0.1521739130434782,0.1428571428571428,0.0,0.1587301587301587,0.1617647058823529,0.1666666666666666,0.0,0.0,0.0967741935483871,0.1076923076923077,0.12,0.0,0.1071428571428571,31,,96.0,3.096774193548387,0.0,103.6,3.341935483870968,10.6,1.9,-1.5,-2.4,0.9,0.0182500782146209,0.61,0.572,0.331,0.1,1.1,L (-23),L (-23)
38.0,,2023-01-04,36-245,MIL,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16,34,34,27,32,35,5,40,27,8,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308,23,10,11,9,11,7,1,10,11,3,6,7,9,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.136986301369863,0.1466666666666666,0.1153846153846153,0.1375,0.1521739130434782,0.1428571428571428,0.0,0.1587301587301587,0.1617647058823529,0.1666666666666666,0.0,0.0,0.0967741935483871,0.1076923076923077,0.12,0.0,0.1071428571428571,31,,94.0,3.032258064516129,0.0,90.3,2.912903225806452,10.6,1.9,-1.5,-2.4,0.9,0.0182500782146209,0.61,0.572,0.331,0.1,1.1,W (+10),W (+10)
39.0,31.0,2023-01-06,36-247,MIL,CHO,0,12.0,2.0,2.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,5.0,8.1,-4,1.0,1.0,1.0,16,34,34,27,32,35,5,40,27,8,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308,23,10,11,9,11,7,1,10,11,3,6,7,9,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.136986301369863,0.1466666666666666,0.1153846153846153,0.1375,0.1521739130434782,0.1428571428571428,0.0,0.1587301587301587,0.1617647058823529,0.1666666666666666,0.0,0.0,0.0967741935483871,0.1076923076923077,0.12,0.0,0.1071428571428571,31,9.0,96.0,3.096774193548387,8.1,101.5,3.274193548387097,10.6,1.9,-1.5,-2.4,0.9,0.0182500782146209,0.61,0.572,0.331,0.1,1.1,W (+3),W (+3)
40.0,,2023-01-09,36-250,MIL,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,16,34,34,27,32,35,5,40,27,8,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308,23,10,11,9,11,7,1,10,11,3,6,7,9,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.136986301369863,0.1466666666666666,0.1153846153846153,0.1375,0.1521739130434782,0.1428571428571428,0.0,0.1587301587301587,0.1617647058823529,0.1666666666666666,0.0,0.0,0.0967741935483871,0.1076923076923077,0.12,0.0,0.1071428571428571,31,,77.0,2.4838709677419355,0.0,76.39999999999999,2.464516129032258,10.6,1.9,-1.5,-2.4,0.9,0.0182500782146209,0.61,0.572,0.331,0.1,1.1,L (-29),L (-29)
41.0,,2023-01-11,36-252,MIL,ATL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,16,34,34,27,32,35,5,40,27,8,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308,23,10,11,9,11,7,1,10,11,3,6,7,9,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.136986301369863,0.1466666666666666,0.1153846153846153,0.1375,0.1521739130434782,0.1428571428571428,0.0,0.1587301587301587,0.1617647058823529,0.1666666666666666,0.0,0.0,0.0967741935483871,0.1076923076923077,0.12,0.0,0.1071428571428571,31,,81.0,2.6129032258064515,0.0,85.60000000000002,2.761290322580646,10.6,1.9,-1.5,-2.4,0.9,0.0182500782146209,0.61,0.572,0.331,0.1,1.1,W (+4),W (+4)
42.0,,2023-01-12,36-253,MIL,MIA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,16,34,34,27,32,35,5,40,27,8,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308,23,10,11,9,11,7,1,10,11,3,6,7,9,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.136986301369863,0.1466666666666666,0.1153846153846153,0.1375,0.1521739130434782,0.1428571428571428,0.0,0.1587301587301587,0.1617647058823529,0.1666666666666666,0.0,0.0,0.0967741935483871,0.1076923076923077,0.12,0.0,0.1071428571428571,31,,75.0,2.419354838709677,0.0,88.10000000000001,2.841935483870968,10.6,1.9,-1.5,-2.4,0.9,0.0182500782146209,0.61,0.572,0.331,0.1,1.1,,
43.0,,2023-01-14,36-255,MIL,MIA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,16,34,34,27,32,35,5,40,27,8,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308,23,10,11,9,11,7,1,10,11,3,6,7,9,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.136986301369863,0.1466666666666666,0.1153846153846153,0.1375,0.1521739130434782,0.1428571428571428,0.0,0.1587301587301587,0.1617647058823529,0.1666666666666666,0.0,0.0,0.0967741935483871,0.1076923076923077,0.12,0.0,0.1071428571428571,31,,65.0,2.096774193548387,0.0,77.89999999999999,2.5129032258064514,10.6,1.9,-1.5,-2.4,0.9,0.0182500782146209,0.61,0.572,0.331,0.1,1.1,W (+9),W (+9)
44.0,32.0,2023-01-16,36-257,MIL,IND,0,22.466666666666665,4.0,6.0,.667,1.0,3.0,.333,0,0.0,,0.0,0.0,0.0,6.0,3.0,0.0,0.0,2.0,9.0,12.8,+2,3.0,3.0,1.0,16,34,34,27,32,35,5,40,27,8,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308,23,10,11,9,11,7,1,10,11,3,6,7,9,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.136986301369863,0.1466666666666666,0.1153846153846153,0.1375,0.1521739130434782,0.1428571428571428,0.0,0.1587301587301587,0.1617647058823529,0.1666666666666666,0.0,0.0,0.0967741935483871,0.1076923076923077,0.12,0.0,0.1071428571428571,31,12.0,58.0,1.870967741935484,12.799999999999995,66.0,2.129032258064516,10.6,1.9,-1.5,-2.4,0.9,0.0182500782146209,0.61,0.572,0.331,0.1,1.1,L (-6),L (-6)
45.0,33.0,2023-01-17,36-258,MIL,TOR,0,13.633333333333333,2.0,4.0,.500,1.0,3.0,.333,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,3.3,-13,1.0,1.0,1.0,16,34,34,27,32,35,5,40,27,8,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308,23,10,11,9,11,7,1,10,11,3,6,7,9,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.136986301369863,0.1466666666666666,0.1153846153846153,0.1375,0.1521739130434782,0.1428571428571428,0.0,0.1587301587301587,0.1617647058823529,0.1666666666666666,0.0,0.0,0.0967741935483871,0.1076923076923077,0.12,0.0,0.1071428571428571,31,2.0,98.0,3.161290322580645,3.3000000000000003,94.39999999999998,3.04516129032258,10.6,1.9,-1.5,-2.4,0.9,0.0182500782146209,0.61,0.572,0.331,0.1,1.1,L (-16),L (-16)
46.0,34.0,2023-01-21,36-262,MIL,CLE,0,17.733333333333334,1.0,3.0,.333,1.0,3.0,.333,2,2.0,1.000,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,5.0,6.0,-14,0.0,0.0,,16,34,34,27,32,35,5,40,27,8,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308,23,10,11,9,11,7,1,10,11,3,6,7,9,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.136986301369863,0.1466666666666666,0.1153846153846153,0.1375,0.1521739130434782,0.1428571428571428,0.0,0.1587301587301587,0.1617647058823529,0.1666666666666666,0.0,0.0,0.0967741935483871,0.1076923076923077,0.12,0.0,0.1071428571428571,31,4.0,80.0,2.5806451612903225,5.2,61.19999999999999,1.9741935483870965,10.6,1.9,-1.5,-2.4,0.9,0.0182500782146209,0.61,0.572,0.331,0.1,1.1,W (+13),W (+13)
