Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Blake Wesley,Shared Games with Charles Bassey,Shared Games with Devin Vassell,Shared Games with Dominick Barlow,Shared Games with Doug McDermott,Shared Games with Gorgui Dieng,Shared Games with Isaiah Roby,Shared Games with Jakob Poeltl,Shared Games with Jeremy Sochan,Shared Games with Keita Bates-Diop,Shared Games with Keldon Johnson,Shared Games with Malaki Branham,Shared Games with Romeo Langford,Shared Games with Stanley Johnson,Shared Games with Tre Jones,Shared Games with Zach Collins,Alize Johnson,Blake Wesley,Charles Bassey,Devin Vassell,Dominick Barlow,Doug McDermott,Gorgui Dieng,Isaiah Roby,Jakob Poeltl,Jeremy Sochan,Jordan Hall,Joshua Primo,Keita Bates-Diop,Keldon Johnson,Malaki Branham,Romeo Langford,Stanley Johnson,Tre Jones,Zach Collins,co_inf with Alize Johnson,co_inf with Blake Wesley,co_inf with Charles Bassey,co_inf with Devin Vassell,co_inf with Dominick Barlow,co_inf with Doug McDermott,co_inf with Gorgui Dieng,co_inf with Isaiah Roby,co_inf with Jakob Poeltl,co_inf with Jeremy Sochan,co_inf with Jordan Hall,co_inf with Joshua Primo,co_inf with Keita Bates-Diop,co_inf with Keldon Johnson,co_inf with Malaki Branham,co_inf with Romeo Langford,co_inf with Stanley Johnson,co_inf with Tre Jones,co_inf with Zach Collins,Shared Games with Brandon Ingram,Shared Games with CJ McCollum,Shared Games with Dereon Seabron,Shared Games with Dyson Daniels,Shared Games with Garrett Temple,Shared Games with Herbert Jones,Shared Games with Jaxson Hayes,Shared Games with Jonas Valančiūnas,Shared Games with Jose Alvarado,Shared Games with Kira Lewis Jr.,Shared Games with Larry Nance Jr.,Shared Games with Naji Marshall,Shared Games with Trey Murphy III,Shared Games with Willy Hernangómez,Al Horford,Brandon Ingram,CJ McCollum,Dereon Seabron,Dyson Daniels,Garrett Temple,Herbert Jones,Jaxson Hayes,Jonas Valančiūnas,Jose Alvarado,Kira Lewis Jr.,Larry Nance Jr.,Naji Marshall,Trey Murphy III,Willy Hernangómez,Zion Williamson,co_inf with Al Horford,co_inf with Brandon Ingram,co_inf with CJ McCollum,co_inf with Dereon Seabron,co_inf with Dyson Daniels,co_inf with Garrett Temple,co_inf with Herbert Jones,co_inf with Jaxson Hayes,co_inf with Jonas Valančiūnas,co_inf with Jose Alvarado,co_inf with Kira Lewis Jr.,co_inf with Larry Nance Jr.,co_inf with Naji Marshall,co_inf with Trey Murphy III,co_inf with Willy Hernangómez,co_inf with Zion Williamson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
30,30,,2022-12-19,29-095,SAS,@,HOU,W (+19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,7,19,20,6,39,16,29,36,37,29,37,29,24,21,38,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.1891891891891892,0.5428571428571428,0.5263157894736842,0.2142857142857142,0.609375,0.5161290322580645,0.6904761904761905,0.5,0.6607142857142857,0.0,0.0,0.4328358208955223,0.5873015873015873,0.4393939393939394,0.5581395348837209,0.7,0.5588235294117647,0.5079365079365079,21,22,1,18,8,23,15,23,6,12,18,23,23,8,63.0,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0,0.4666666666666667,0.2933333333333333,0.2,0.3050847457627119,0.32,0.3484848484848485,0.3191489361702128,0.2911392405063291,0.0983606557377049,0.48,0.2769230769230769,0.2987012987012987,0.2911392405063291,0.2105263157894736,0.0,30,,76.0,2.533333333333333,0.0,72.39999999999999,2.413333333333333
31,31,22,2022-12-22,29-098,SAS,@,NOP,L (-9),0,21:20,5.0,11.0,.455,2.0,5.0,.400,2,3.0,.667,1.0,2.0,3.0,3.0,0.0,0.0,1.0,2.0,14.0,9.5,-2,6.0,3.0,0.5,7,19,20,6,39,16,29,36,37,29,37,29,24,21,38,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.1891891891891892,0.5428571428571428,0.5263157894736842,0.2142857142857142,0.609375,0.5161290322580645,0.6904761904761905,0.5,0.6607142857142857,0.0,0.0,0.4328358208955223,0.5873015873015873,0.4393939393939394,0.5581395348837209,0.7,0.5588235294117647,0.5079365079365079,21,22,1,18,8,23,15,23,6,12,18,23,23,8,63.0,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0,0.4666666666666667,0.2933333333333333,0.2,0.3050847457627119,0.32,0.3484848484848485,0.3191489361702128,0.2911392405063291,0.0983606557377049,0.48,0.2769230769230769,0.2987012987012987,0.2911392405063291,0.2105263157894736,0.0,30,5.0,82.0,2.7333333333333334,8.7,89.60000000000001,2.986666666666667
32,32,23,2022-12-23,29-099,SAS,@,ORL,L (-20),0,18:04,2.0,10.0,.200,0.0,4.0,.000,3,3.0,1.000,1.0,0.0,1.0,3.0,2.0,0.0,1.0,1.0,7.0,4.2,-15,6.0,2.0,0.3333333333333333,7,19,20,6,39,16,29,36,37,29,37,29,24,21,38,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.1891891891891892,0.5428571428571428,0.5263157894736842,0.2142857142857142,0.609375,0.5161290322580645,0.6904761904761905,0.5,0.6607142857142857,0.0,0.0,0.4328358208955223,0.5873015873015873,0.4393939393939394,0.5581395348837209,0.7,0.5588235294117647,0.5079365079365079,21,22,1,18,8,23,15,23,6,12,18,23,23,8,63.0,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0,0.4666666666666667,0.2933333333333333,0.2,0.3050847457627119,0.32,0.3484848484848485,0.3191489361702128,0.2911392405063291,0.0983606557377049,0.48,0.2769230769230769,0.2987012987012987,0.2911392405063291,0.2105263157894736,0.0,30,-1.0,75.0,2.5,3.0,79.39999999999999,2.6466666666666665
33,33,,2022-12-26,29-102,SAS,,UTA,W (+4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,7,19,20,6,39,16,29,36,37,29,37,29,24,21,38,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.1891891891891892,0.5428571428571428,0.5263157894736842,0.2142857142857142,0.609375,0.5161290322580645,0.6904761904761905,0.5,0.6607142857142857,0.0,0.0,0.4328358208955223,0.5873015873015873,0.4393939393939394,0.5581395348837209,0.7,0.5588235294117647,0.5079365079365079,21,22,1,18,8,23,15,23,6,12,18,23,23,8,63.0,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0,0.4666666666666667,0.2933333333333333,0.2,0.3050847457627119,0.32,0.3484848484848485,0.3191489361702128,0.2911392405063291,0.0983606557377049,0.48,0.2769230769230769,0.2987012987012987,0.2911392405063291,0.2105263157894736,0.0,30,,98.0,3.2666666666666666,0.0,83.1,2.77
34,34,24,2022-12-27,29-103,SAS,@,OKC,L (-16),0,25:51,3.0,10.0,.300,1.0,4.0,.250,2,2.0,1.000,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,9.0,4.5,-18,6.0,2.0,0.3333333333333333,7,19,20,6,39,16,29,36,37,29,37,29,24,21,38,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.1891891891891892,0.5428571428571428,0.5263157894736842,0.2142857142857142,0.609375,0.5161290322580645,0.6904761904761905,0.5,0.6607142857142857,0.0,0.0,0.4328358208955223,0.5873015873015873,0.4393939393939394,0.5581395348837209,0.7,0.5588235294117647,0.5079365079365079,21,22,1,18,8,23,15,23,6,12,18,23,23,8,63.0,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0,0.4666666666666667,0.2933333333333333,0.2,0.3050847457627119,0.32,0.3484848484848485,0.3191489361702128,0.2911392405063291,0.0983606557377049,0.48,0.2769230769230769,0.2987012987012987,0.2911392405063291,0.2105263157894736,0.0,30,0.0,63.0,2.1,3.6999999999999984,51.1,1.7033333333333334
35,35,25,2022-12-29,29-105,SAS,,NYK,W (+7),0,19:12,3.0,6.0,.500,1.0,3.0,.333,2,2.0,1.000,1.0,2.0,3.0,4.0,2.0,0.0,0.0,1.0,9.0,11.7,+8,3.0,2.0,0.6666666666666666,7,19,20,6,39,16,29,36,37,29,37,29,24,21,38,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.1891891891891892,0.5428571428571428,0.5263157894736842,0.2142857142857142,0.609375,0.5161290322580645,0.6904761904761905,0.5,0.6607142857142857,0.0,0.0,0.4328358208955223,0.5873015873015873,0.4393939393939394,0.5581395348837209,0.7,0.5588235294117647,0.5079365079365079,21,22,1,18,8,23,15,23,6,12,18,23,23,8,63.0,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0,0.4666666666666667,0.2933333333333333,0.2,0.3050847457627119,0.32,0.3484848484848485,0.3191489361702128,0.2911392405063291,0.0983606557377049,0.48,0.2769230769230769,0.2987012987012987,0.2911392405063291,0.2105263157894736,0.0,30,10.0,74.0,2.466666666666667,10.899999999999997,73.19999999999999,2.4399999999999995
36,36,26,2022-12-31,29-107,SAS,,DAL,L (-1),0,16:47,2.0,4.0,.500,0.0,1.0,.000,0,0.0,,1.0,3.0,4.0,5.0,0.0,0.0,2.0,0.0,4.0,5.1,+5,3.0,2.0,0.6666666666666666,7,19,20,6,39,16,29,36,37,29,37,29,24,21,38,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.1891891891891892,0.5428571428571428,0.5263157894736842,0.2142857142857142,0.609375,0.5161290322580645,0.6904761904761905,0.5,0.6607142857142857,0.0,0.0,0.4328358208955223,0.5873015873015873,0.4393939393939394,0.5581395348837209,0.7,0.5588235294117647,0.5079365079365079,21,22,1,18,8,23,15,23,6,12,18,23,23,8,63.0,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0,0.4666666666666667,0.2933333333333333,0.2,0.3050847457627119,0.32,0.3484848484848485,0.3191489361702128,0.2911392405063291,0.0983606557377049,0.48,0.2769230769230769,0.2987012987012987,0.2911392405063291,0.2105263157894736,0.0,30,7.0,39.0,1.3,5.1000000000000005,45.6,1.52
37,37,27,2023-01-02,29-109,SAS,@,BRK,L (-36),0,21:37,5.0,9.0,.556,1.0,2.0,.500,0,0.0,,2.0,2.0,4.0,3.0,0.0,0.0,0.0,2.0,11.0,10.0,-10,7.0,4.0,0.5714285714285714,7,19,20,6,39,16,29,36,37,29,37,29,24,21,38,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.1891891891891892,0.5428571428571428,0.5263157894736842,0.2142857142857142,0.609375,0.5161290322580645,0.6904761904761905,0.5,0.6607142857142857,0.0,0.0,0.4328358208955223,0.5873015873015873,0.4393939393939394,0.5581395348837209,0.7,0.5588235294117647,0.5079365079365079,21,22,1,18,8,23,15,23,6,12,18,23,23,8,63.0,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0,0.4666666666666667,0.2933333333333333,0.2,0.3050847457627119,0.32,0.3484848484848485,0.3191489361702128,0.2911392405063291,0.0983606557377049,0.48,0.2769230769230769,0.2987012987012987,0.2911392405063291,0.2105263157894736,0.0,30,9.0,77.0,2.566666666666667,10.0,56.49999999999999,1.883333333333333
38,38,28,2023-01-04,29-111,SAS,@,NYK,L (-3),0,29:02,9.0,14.0,.643,2.0,5.0,.400,0,0.0,,1.0,2.0,3.0,4.0,1.0,0.0,2.0,3.0,20.0,15.7,-5,9.0,7.0,0.7777777777777778,7,19,20,6,39,16,29,36,37,29,37,29,24,21,38,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.1891891891891892,0.5428571428571428,0.5263157894736842,0.2142857142857142,0.609375,0.5161290322580645,0.6904761904761905,0.5,0.6607142857142857,0.0,0.0,0.4328358208955223,0.5873015873015873,0.4393939393939394,0.5581395348837209,0.7,0.5588235294117647,0.5079365079365079,21,22,1,18,8,23,15,23,6,12,18,23,23,8,63.0,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0,0.4666666666666667,0.2933333333333333,0.2,0.3050847457627119,0.32,0.3484848484848485,0.3191489361702128,0.2911392405063291,0.0983606557377049,0.48,0.2769230769230769,0.2987012987012987,0.2911392405063291,0.2105263157894736,0.0,30,12.0,83.0,2.7666666666666666,15.700000000000006,92.2,3.0733333333333333
39,39,29,2023-01-06,29-113,SAS,,DET,W (+12),0,19:40,3.0,6.0,.500,1.0,4.0,.250,2,2.0,1.000,0.0,2.0,2.0,5.0,1.0,0.0,1.0,2.0,9.0,9.3,+2,2.0,2.0,1.0,7,19,20,6,39,16,29,36,37,29,37,29,24,21,38,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.1891891891891892,0.5428571428571428,0.5263157894736842,0.2142857142857142,0.609375,0.5161290322580645,0.6904761904761905,0.5,0.6607142857142857,0.0,0.0,0.4328358208955223,0.5873015873015873,0.4393939393939394,0.5581395348837209,0.7,0.5588235294117647,0.5079365079365079,21,22,1,18,8,23,15,23,6,12,18,23,23,8,63.0,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0,0.4666666666666667,0.2933333333333333,0.2,0.3050847457627119,0.32,0.3484848484848485,0.3191489361702128,0.2911392405063291,0.0983606557377049,0.48,0.2769230769230769,0.2987012987012987,0.2911392405063291,0.2105263157894736,0.0,30,8.0,61.0,2.033333333333333,8.499999999999998,61.8,2.06
40,40,30,2023-01-07,29-114,SAS,,BOS,L (-5),0,28:52,7.0,14.0,.500,4.0,9.0,.444,0,0.0,,0.0,3.0,3.0,4.0,1.0,2.0,3.0,0.0,18.0,14.1,+6,5.0,3.0,0.6,7,19,20,6,39,16,29,36,37,29,37,29,24,21,38,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.1891891891891892,0.5428571428571428,0.5263157894736842,0.2142857142857142,0.609375,0.5161290322580645,0.6904761904761905,0.5,0.6607142857142857,0.0,0.0,0.4328358208955223,0.5873015873015873,0.4393939393939394,0.5581395348837209,0.7,0.5588235294117647,0.5079365079365079,21,22,1,18,8,23,15,23,6,12,18,23,23,8,63.0,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0,0.4666666666666667,0.2933333333333333,0.2,0.3050847457627119,0.32,0.3484848484848485,0.3191489361702128,0.2911392405063291,0.0983606557377049,0.48,0.2769230769230769,0.2987012987012987,0.2911392405063291,0.2105263157894736,0.0,30,11.0,72.0,2.4,14.1,84.2,2.8066666666666666
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,7,19,20,6,39,16,29,36,37,29,37,29,24,21,38,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.1891891891891892,0.5428571428571428,0.5263157894736842,0.2142857142857142,0.609375,0.5161290322580645,0.6904761904761905,0.5,0.6607142857142857,0.0,0.0,0.4328358208955223,0.5873015873015873,0.4393939393939394,0.5581395348837209,0.7,0.5588235294117647,0.5079365079365079,21,22,1,18,8,23,15,23,6,12,18,23,23,8,63.0,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0,0.4666666666666667,0.2933333333333333,0.2,0.3050847457627119,0.32,0.3484848484848485,0.3191489361702128,0.2911392405063291,0.0983606557377049,0.48,0.2769230769230769,0.2987012987012987,0.2911392405063291,0.2105263157894736,0.0,30,,0.0,0.0,0.0,0.0,0.0
42,41,31,2023-01-09,29-116,SAS,@,MEM,L (-8),0,24:46,6.0,12.0,.500,2.0,6.0,.333,2,2.0,1.000,1.0,4.0,5.0,5.0,2.0,0.0,2.0,3.0,16.0,14.2,-5,6.0,4.0,0.6666666666666666,7,19,20,6,39,16,29,36,37,29,37,29,24,21,38,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.1891891891891892,0.5428571428571428,0.5263157894736842,0.2142857142857142,0.609375,0.5161290322580645,0.6904761904761905,0.5,0.6607142857142857,0.0,0.0,0.4328358208955223,0.5873015873015873,0.4393939393939394,0.5581395348837209,0.7,0.5588235294117647,0.5079365079365079,21,22,1,18,8,23,15,23,6,12,18,23,23,8,63.0,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0,0.4666666666666667,0.2933333333333333,0.2,0.3050847457627119,0.32,0.3484848484848485,0.3191489361702128,0.2911392405063291,0.0983606557377049,0.48,0.2769230769230769,0.2987012987012987,0.2911392405063291,0.2105263157894736,0.0,30,12.0,86.0,2.8666666666666667,13.4,91.50000000000004,3.0500000000000016
43,42,32,2023-01-11,29-118,SAS,@,MEM,L (-6),0,22:32,5.0,10.0,.500,2.0,6.0,.333,0,0.0,,0.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,12.0,10.3,+6,4.0,3.0,0.75,7,19,20,6,39,16,29,36,37,29,37,29,24,21,38,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.1891891891891892,0.5428571428571428,0.5263157894736842,0.2142857142857142,0.609375,0.5161290322580645,0.6904761904761905,0.5,0.6607142857142857,0.0,0.0,0.4328358208955223,0.5873015873015873,0.4393939393939394,0.5581395348837209,0.7,0.5588235294117647,0.5079365079365079,21,22,1,18,8,23,15,23,6,12,18,23,23,8,63.0,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0,0.4666666666666667,0.2933333333333333,0.2,0.3050847457627119,0.32,0.3484848484848485,0.3191489361702128,0.2911392405063291,0.0983606557377049,0.48,0.2769230769230769,0.2987012987012987,0.2911392405063291,0.2105263157894736,0.0,30,9.0,74.0,2.466666666666667,10.3,79.19999999999999,2.6399999999999997
44,43,33,2023-01-13,29-120,SAS,,GSW,L (-31),0,21:01,4.0,9.0,.444,1.0,5.0,.200,0,0.0,,1.0,2.0,3.0,5.0,1.0,1.0,0.0,3.0,9.0,9.6,-13,4.0,3.0,0.75,7,19,20,6,39,16,29,36,37,29,37,29,24,21,38,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.1891891891891892,0.5428571428571428,0.5263157894736842,0.2142857142857142,0.609375,0.5161290322580645,0.6904761904761905,0.5,0.6607142857142857,0.0,0.0,0.4328358208955223,0.5873015873015873,0.4393939393939394,0.5581395348837209,0.7,0.5588235294117647,0.5079365079365079,21,22,1,18,8,23,15,23,6,12,18,23,23,8,63.0,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0,0.4666666666666667,0.2933333333333333,0.2,0.3050847457627119,0.32,0.3484848484848485,0.3191489361702128,0.2911392405063291,0.0983606557377049,0.48,0.2769230769230769,0.2987012987012987,0.2911392405063291,0.2105263157894736,0.0,30,10.0,71.0,2.3666666666666667,9.599999999999998,83.39999999999999,2.78
45,44,34,2023-01-15,29-122,SAS,,SAC,L (-13),0,30:02,8.0,13.0,.615,4.0,6.0,.667,1,1.0,1.000,0.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,21.0,18.8,+1,7.0,4.0,0.5714285714285714,7,19,20,6,39,16,29,36,37,29,37,29,24,21,38,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.1891891891891892,0.5428571428571428,0.5263157894736842,0.2142857142857142,0.609375,0.5161290322580645,0.6904761904761905,0.5,0.6607142857142857,0.0,0.0,0.4328358208955223,0.5873015873015873,0.4393939393939394,0.5581395348837209,0.7,0.5588235294117647,0.5079365079365079,21,22,1,18,8,23,15,23,6,12,18,23,23,8,63.0,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0,0.4666666666666667,0.2933333333333333,0.2,0.3050847457627119,0.32,0.3484848484848485,0.3191489361702128,0.2911392405063291,0.0983606557377049,0.48,0.2769230769230769,0.2987012987012987,0.2911392405063291,0.2105263157894736,0.0,30,13.0,71.0,2.3666666666666667,18.40000000000001,64.6,2.1533333333333333
46,45,35,2023-01-17,29-124,SAS,,BRK,W (+8),0,26:35,4.0,9.0,.444,1.0,4.0,.250,0,0.0,,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,9.0,8.0,+4,5.0,3.0,0.6,7,19,20,6,39,16,29,36,37,29,37,29,24,21,38,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.1891891891891892,0.5428571428571428,0.5263157894736842,0.2142857142857142,0.609375,0.5161290322580645,0.6904761904761905,0.5,0.6607142857142857,0.0,0.0,0.4328358208955223,0.5873015873015873,0.4393939393939394,0.5581395348837209,0.7,0.5588235294117647,0.5079365079365079,21,22,1,18,8,23,15,23,6,12,18,23,23,8,63.0,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0,0.4666666666666667,0.2933333333333333,0.2,0.3050847457627119,0.32,0.3484848484848485,0.3191489361702128,0.2911392405063291,0.0983606557377049,0.48,0.2769230769230769,0.2987012987012987,0.2911392405063291,0.2105263157894736,0.0,30,7.0,56.0,1.8666666666666667,7.999999999999998,61.1,2.0366666666666666
47,46,36,2023-01-20,29-127,SAS,,LAC,L (-5),0,22:14,6.0,10.0,.600,3.0,5.0,.600,2,3.0,.667,2.0,2.0,4.0,3.0,1.0,0.0,1.0,0.0,17.0,16.1,+1,5.0,3.0,0.6,7,19,20,6,39,16,29,36,37,29,37,29,24,21,38,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.1891891891891892,0.5428571428571428,0.5263157894736842,0.2142857142857142,0.609375,0.5161290322580645,0.6904761904761905,0.5,0.6607142857142857,0.0,0.0,0.4328358208955223,0.5873015873015873,0.4393939393939394,0.5581395348837209,0.7,0.5588235294117647,0.5079365079365079,21,22,1,18,8,23,15,23,6,12,18,23,23,8,63.0,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0,0.4666666666666667,0.2933333333333333,0.2,0.3050847457627119,0.32,0.3484848484848485,0.3191489361702128,0.2911392405063291,0.0983606557377049,0.48,0.2769230769230769,0.2987012987012987,0.2911392405063291,0.2105263157894736,0.0,30,11.0,85.0,2.833333333333333,15.3,82.3,2.743333333333333
48,47,37,2023-01-23,29-130,SAS,@,POR,L (-20),0,19:01,3.0,7.0,.429,2.0,4.0,.500,3,3.0,1.000,1.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,11.0,9.6,-22,3.0,1.0,0.3333333333333333,7,19,20,6,39,16,29,36,37,29,37,29,24,21,38,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.1891891891891892,0.5428571428571428,0.5263157894736842,0.2142857142857142,0.609375,0.5161290322580645,0.6904761904761905,0.5,0.6607142857142857,0.0,0.0,0.4328358208955223,0.5873015873015873,0.4393939393939394,0.5581395348837209,0.7,0.5588235294117647,0.5079365079365079,21,22,1,18,8,23,15,23,6,12,18,23,23,8,63.0,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0,0.4666666666666667,0.2933333333333333,0.2,0.3050847457627119,0.32,0.3484848484848485,0.3191489361702128,0.2911392405063291,0.0983606557377049,0.48,0.2769230769230769,0.2987012987012987,0.2911392405063291,0.2105263157894736,0.0,30,6.0,61.0,2.033333333333333,8.4,58.79999999999998,1.9599999999999995
49,48,38,2023-01-25,29-132,SAS,@,LAL,L (-9),0,24:41,3.0,12.0,.250,1.0,6.0,.167,0,0.0,,1.0,6.0,7.0,3.0,0.0,0.0,2.0,1.0,7.0,2.0,+8,6.0,2.0,0.3333333333333333,7,19,20,6,39,16,29,36,37,29,37,29,24,21,38,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.1891891891891892,0.5428571428571428,0.5263157894736842,0.2142857142857142,0.609375,0.5161290322580645,0.6904761904761905,0.5,0.6607142857142857,0.0,0.0,0.4328358208955223,0.5873015873015873,0.4393939393939394,0.5581395348837209,0.7,0.5588235294117647,0.5079365079365079,21,22,1,18,8,23,15,23,6,12,18,23,23,8,63.0,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0,0.4666666666666667,0.2933333333333333,0.2,0.3050847457627119,0.32,0.3484848484848485,0.3191489361702128,0.2911392405063291,0.0983606557377049,0.48,0.2769230769230769,0.2987012987012987,0.2911392405063291,0.2105263157894736,0.0,30,3.0,56.0,1.8666666666666667,2.0,65.8,2.1933333333333334
