Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Lawson,Shared Games with Anthony Edwards,Shared Games with Austin Rivers,Shared Games with Bryn Forbes,Shared Games with D'Angelo Russell,Shared Games with Jaden McDaniels,Shared Games with Jordan McLaughlin,Shared Games with Josh Minott,Shared Games with Karl-Anthony Towns,Shared Games with Kyle Anderson,Shared Games with Luka Garza,Shared Games with Nathan Knight,Shared Games with Naz Reid,Shared Games with Rudy Gobert,Shared Games with Taurean Prince,Shared Games with Wendell Moore Jr.,A.J. Lawson,Anthony Edwards,Austin Rivers,Bryn Forbes,D'Angelo Russell,Jaden McDaniels,Jordan McLaughlin,Josh Minott,Karl-Anthony Towns,Kyle Anderson,Luka Garza,Nathan Knight,Naz Reid,Rudy Gobert,Taurean Prince,Wendell Moore Jr.,co_inf with A.J. Lawson,co_inf with Anthony Edwards,co_inf with Austin Rivers,co_inf with Bryn Forbes,co_inf with D'Angelo Russell,co_inf with Jaden McDaniels,co_inf with Jordan McLaughlin,co_inf with Josh Minott,co_inf with Karl-Anthony Towns,co_inf with Kyle Anderson,co_inf with Luka Garza,co_inf with Nathan Knight,co_inf with Naz Reid,co_inf with Rudy Gobert,co_inf with Taurean Prince,co_inf with Wendell Moore Jr.,Shared Games with Matt Ryan,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Matt Ryan,Mike Conley,Nickeil Alexander-Walker,Vit Krejci,co_inf with Matt Ryan,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Vit Krejci,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
27,27,27,2022-12-12,23-156,MIN,@,POR,L (-21),0,22:34,7.0,12.0,.583,0.0,2.0,.000,3,5.0,.600,0.0,3.0,3.0,2.0,1.0,0.0,2.0,1.0,17.0,11.5,-19,10.0,7.0,0.7,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,4.0,65.0,3.421052631578948,10.3,66.9,3.521052631578948
28,28,28,2022-12-14,23-158,MIN,@,LAC,L (-11),0,25:11,6.0,16.0,.375,1.0,4.0,.250,0,0.0,,2.0,1.0,3.0,0.0,1.0,0.0,4.0,0.0,13.0,2.9,-12,12.0,5.0,0.4166666666666667,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,-3.0,62.0,3.263157894736842,2.900000000000002,68.3,3.594736842105263
29,29,29,2022-12-16,23-160,MIN,@,OKC,W (+2),0,33:47,6.0,14.0,.429,1.0,2.0,.500,0,0.0,,1.0,3.0,4.0,4.0,1.0,1.0,1.0,3.0,13.0,9.5,+2,12.0,5.0,0.4166666666666667,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,8.0,72.0,3.789473684210526,9.5,93.8,4.936842105263158
30,30,30,2022-12-18,23-162,MIN,,CHI,W (+24),0,21:55,4.0,6.0,.667,1.0,3.0,.333,0,0.0,,1.0,3.0,4.0,3.0,1.0,0.0,0.0,2.0,9.0,10.3,+11,3.0,3.0,1.0,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,11.0,111.0,5.842105263157895,10.3,123.20000000000002,6.48421052631579
31,31,31,2022-12-19,23-163,MIN,,DAL,W (+10),0,25:12,6.0,10.0,.600,2.0,3.0,.667,4,5.0,.800,0.0,2.0,2.0,0.0,1.0,0.0,1.0,3.0,18.0,12.4,+18,7.0,4.0,0.5714285714285714,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,5.0,62.0,3.263157894736842,10.8,71.49999999999999,3.763157894736841
32,32,32,2022-12-21,23-165,MIN,,DAL,L (-5),0,26:11,2.0,12.0,.167,0.0,5.0,.000,0,0.0,,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,4.0,-3.7,-1,7.0,2.0,0.2857142857142857,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,-6.0,74.0,3.8947368421052633,-3.6999999999999984,86.90000000000002,4.5736842105263165
33,33,33,2022-12-23,23-167,MIN,@,BOS,L (-12),0,22:28,6.0,17.0,.353,1.0,7.0,.143,0,0.0,,0.0,5.0,5.0,2.0,0.0,0.0,0.0,2.0,13.0,5.6,+7,10.0,5.0,0.5,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,3.0,57.0,3.0,5.599999999999999,61.1,3.2157894736842105
34,34,34,2022-12-26,23-170,MIN,@,MIA,L (-3),0,20:26,2.0,7.0,.286,1.0,2.0,.500,0,1.0,.000,2.0,1.0,3.0,6.0,0.0,0.0,0.0,3.0,5.0,5.2,-7,5.0,1.0,0.2,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,6.0,70.0,3.684210526315789,5.199999999999999,76.99999999999999,4.052631578947367
35,35,35,2022-12-28,23-172,MIN,@,NOP,L (-1),0,24:35,5.0,11.0,.455,2.0,4.0,.500,2,2.0,1.000,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,14.0,9.5,-2,7.0,3.0,0.4285714285714285,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,5.0,58.0,3.0526315789473686,8.7,66.1,3.478947368421052
36,36,36,2022-12-30,23-174,MIN,@,MIL,L (-9),0,24:28,7.0,14.0,.500,1.0,3.0,.333,1,1.0,1.000,2.0,2.0,4.0,2.0,3.0,1.0,2.0,1.0,16.0,13.7,-8,11.0,6.0,0.5454545454545454,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,9.0,54.0,2.8421052631578947,13.3,71.5,3.763157894736842
37,37,37,2022-12-31,23-175,MIN,,DET,L (-12),0,17:51,4.0,9.0,.444,1.0,4.0,.250,0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,9.0,5.5,-23,5.0,3.0,0.6,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,3.0,48.0,2.526315789473684,5.5,48.1,2.531578947368421
38,38,38,2023-01-02,23-177,MIN,,DEN,W (+13),1,31:23,8.0,16.0,.500,1.0,7.0,.143,0,0.0,,0.0,4.0,4.0,2.0,1.0,0.0,2.0,3.0,17.0,9.4,+3,9.0,7.0,0.7777777777777778,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,6.0,86.0,4.526315789473684,9.4,102.79999999999998,5.410526315789473
39,39,39,2023-01-04,23-179,MIN,,POR,W (+7),0,25:13,4.0,7.0,.571,1.0,3.0,.333,0,0.0,,0.0,1.0,1.0,3.0,1.0,0.0,3.0,2.0,9.0,5.3,+5,4.0,3.0,0.75,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,4.0,56.0,2.9473684210526314,5.300000000000001,69.2,3.642105263157895
40,40,40,2023-01-06,23-181,MIN,,LAC,W (+13),0,17:57,5.0,8.0,.625,1.0,3.0,.333,3,3.0,1.000,0.0,0.0,0.0,6.0,1.0,0.0,2.0,2.0,14.0,12.8,-2,5.0,4.0,0.8,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,8.0,70.0,3.684210526315789,11.599999999999998,80.69999999999997,4.24736842105263
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,,0.0,0.0,0.0,0.0,0.0
42,41,41,2023-01-08,23-183,MIN,@,HOU,W (+8),0,11:06,1.0,6.0,.167,0.0,3.0,.000,1,2.0,.500,0.0,3.0,3.0,1.0,0.0,0.0,1.0,3.0,3.0,-1.8,-3,3.0,1.0,0.3333333333333333,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,-2.0,70.0,3.684210526315789,-2.2,74.2,3.905263157894737
43,42,42,2023-01-11,23-186,MIN,@,DET,L (-17),0,16:57,3.0,8.0,.375,0.0,3.0,.000,2,4.0,.500,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,8.0,2.8,-15,5.0,3.0,0.6,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,-3.0,55.0,2.894736842105264,2.0,66.0,3.473684210526316
44,43,43,2023-01-13,23-188,MIN,,PHO,W (+5),0,12:46,3.0,7.0,.429,0.0,2.0,.000,1,1.0,1.000,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,7.0,3.9,+3,5.0,3.0,0.6,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,2.0,85.0,4.473684210526316,3.499999999999999,95.29999999999998,5.01578947368421
45,44,44,2023-01-14,23-189,MIN,,CLE,W (+8),0,26:27,6.0,9.0,.667,0.0,1.0,.000,4,5.0,.800,0.0,4.0,4.0,2.0,2.0,0.0,0.0,1.0,16.0,15.9,+11,8.0,6.0,0.75,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,10.0,66.0,3.473684210526316,14.299999999999995,80.50000000000001,4.236842105263158
46,45,45,2023-01-16,23-191,MIN,,UTA,L (-1),0,21:52,6.0,11.0,.545,2.0,5.0,.400,2,2.0,1.000,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,16.0,12.0,+2,6.0,4.0,0.6666666666666666,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,6.0,68.0,3.5789473684210527,11.199999999999998,74.40000000000002,3.9157894736842116
47,46,46,2023-01-18,23-193,MIN,@,DEN,L (-4),0,14:14,4.0,6.0,.667,1.0,3.0,.333,0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,9.0,5.8,+14,3.0,3.0,1.0,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,5.0,80.0,4.2105263157894735,5.800000000000001,93.59999999999998,4.9263157894736835
48,47,47,2023-01-19,23-194,MIN,,TOR,W (+2),0,17:47,5.0,10.0,.500,1.0,4.0,.250,2,2.0,1.000,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,13.0,12.4,0,6.0,4.0,0.6666666666666666,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,7.0,84.0,4.421052631578948,11.599999999999998,88.19999999999999,4.6421052631578945
49,48,48,2023-01-21,23-196,MIN,,HOU,W (+9),0,14:47,2.0,6.0,.333,1.0,3.0,.333,1,2.0,.500,0.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,6.0,2.3,+6,3.0,1.0,0.3333333333333333,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,1.0,79.0,4.157894736842105,1.9000000000000004,86.49999999999999,4.552631578947367
50,49,49,2023-01-23,23-198,MIN,@,HOU,L (-5),0,18:56,3.0,8.0,.375,1.0,3.0,.333,0,0.0,,0.0,3.0,3.0,0.0,1.0,0.0,3.0,1.0,7.0,1.1,+7,5.0,2.0,0.4,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,0.0,54.0,2.8421052631578947,1.0999999999999996,59.000000000000014,3.1052631578947376
51,50,50,2023-01-25,23-200,MIN,@,NOP,W (+9),0,12:57,2.0,5.0,.400,0.0,0.0,,1,4.0,.250,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.7,-7,5.0,2.0,0.4,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,-2.0,67.0,3.526315789473684,1.2999999999999994,79.6,4.189473684210526
52,51,51,2023-01-27,23-202,MIN,,MEM,W (+11),0,20:16,3.0,6.0,.500,0.0,2.0,.000,2,2.0,1.000,0.0,2.0,2.0,3.0,2.0,0.0,5.0,0.0,8.0,4.7,+4,4.0,3.0,0.75,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,2.0,92.0,4.842105263157895,3.899999999999999,91.8,4.8315789473684205
53,52,52,2023-01-28,23-203,MIN,,SAC,W (+7),0,18:00,2.0,8.0,.250,0.0,4.0,.000,0,0.0,,1.0,3.0,4.0,4.0,0.0,0.0,0.0,2.0,4.0,2.8,+1,4.0,2.0,0.5,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,4.0,71.0,3.736842105263158,2.8,72.99999999999999,3.842105263157894
54,53,53,2023-01-30,23-205,MIN,,SAC,L (-7),0,21:31,5.0,10.0,.500,1.0,3.0,.333,3,3.0,1.000,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,14.0,9.2,+8,7.0,4.0,0.5714285714285714,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,3.0,78.0,4.105263157894737,8.000000000000002,88.59999999999998,4.663157894736841
55,54,54,2023-02-01,23-207,MIN,,GSW,W (+5),0,16:31,3.0,5.0,.600,0.0,0.0,,0,1.0,.000,1.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,6.0,3.8,-11,5.0,3.0,0.6,1,63,48,25,54,62,27,11,22,52,22,33,57,54,39,24,15.0,79.0,52.0,25.0,71.0,79.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.7974683544303798,0.9230769230769232,1.0,0.7605633802816901,0.7848101265822784,0.627906976744186,0.7333333333333333,0.7586206896551724,0.7536231884057971,0.7857142857142857,0.868421052631579,0.8382352941176471,0.7714285714285715,0.7222222222222222,0.8275862068965517,20,9,8,34.0,67.0,59.0,29.0,0.5882352941176471,0.1343283582089552,0.135593220338983,0.0,19,3.0,68.0,3.5789473684210527,3.8,75.99999999999999,3.999999999999999
