Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Edwards,Shared Games with Austin Rivers,Shared Games with Bryn Forbes,Shared Games with D'Angelo Russell,Shared Games with Jaden McDaniels,Shared Games with Jaylen Nowell,Shared Games with Jordan McLaughlin,Shared Games with Josh Minott,Shared Games with Karl-Anthony Towns,Shared Games with Kyle Anderson,Shared Games with Luka Garza,Shared Games with Naz Reid,Shared Games with Rudy Gobert,Shared Games with Taurean Prince,Shared Games with Wendell Moore Jr.,A.J. Lawson,Anthony Edwards,Austin Rivers,Bryn Forbes,D'Angelo Russell,Jaden McDaniels,Jaylen Nowell,Jordan McLaughlin,Josh Minott,Karl-Anthony Towns,Kyle Anderson,Luka Garza,Naz Reid,Rudy Gobert,Taurean Prince,Wendell Moore Jr.,co_inf with A.J. Lawson,co_inf with Anthony Edwards,co_inf with Austin Rivers,co_inf with Bryn Forbes,co_inf with D'Angelo Russell,co_inf with Jaden McDaniels,co_inf with Jaylen Nowell,co_inf with Jordan McLaughlin,co_inf with Josh Minott,co_inf with Karl-Anthony Towns,co_inf with Kyle Anderson,co_inf with Luka Garza,co_inf with Naz Reid,co_inf with Rudy Gobert,co_inf with Taurean Prince,co_inf with Wendell Moore Jr.,Shared Games with Matt Ryan,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Matt Ryan,Mike Conley,Nickeil Alexander-Walker,Vit Krejci,co_inf with Matt Ryan,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Vit Krejci,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
27,27,10,2022-12-12,25-083,MIN,@,POR,L (-21),0,4:03,2.0,2.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.4,+3,2.0,2.0,1.0,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,1.0,68.0,3.7777777777777777,2.4,74.8,4.155555555555555
28,28,11,2022-12-14,25-085,MIN,@,LAC,L (-11),0,2:36,2.0,2.0,1.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.7,+5,2.0,2.0,1.0,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,3.0,56.0,3.111111111111111,3.7,67.5,3.75
29,29,12,2022-12-16,25-087,MIN,@,OKC,W (+2),0,11:21,3.0,3.0,1.000,0.0,0.0,,4,5.0,.800,3.0,2.0,5.0,0.0,0.0,1.0,3.0,1.0,10.0,8.7,-19,3.0,3.0,1.0,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,5.0,75.0,4.166666666666667,7.099999999999998,96.2,5.344444444444445
30,30,13,2022-12-18,25-089,MIN,,CHI,W (+24),0,26:10,6.0,8.0,.750,1.0,2.0,.500,3,3.0,1.000,1.0,1.0,2.0,3.0,0.0,0.0,1.0,3.0,16.0,13.7,+8,6.0,5.0,0.8333333333333334,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,9.0,113.0,6.277777777777778,12.5,121.0,6.722222222222222
31,31,14,2022-12-19,25-090,MIN,,DAL,W (+10),0,6:00,1.0,3.0,.333,0.0,1.0,.000,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,-0.9,0,2.0,1.0,0.5,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,0.0,67.0,3.7222222222222223,-0.9000000000000004,83.19999999999997,4.622222222222221
32,32,,2022-12-21,25-092,MIN,,DAL,L (-5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,68.0,3.7777777777777777,0.0,83.20000000000002,4.622222222222224
33,33,15,2022-12-23,25-094,MIN,@,BOS,L (-12),0,1:12,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,+4,0.0,0.0,,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,0.0,60.0,3.333333333333333,0.0,66.69999999999999,3.705555555555555
34,34,,2022-12-26,25-097,MIN,@,MIA,L (-3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,76.0,4.222222222222222,0.0,82.19999999999999,4.566666666666666
35,35,16,2022-12-28,25-099,MIN,@,NOP,L (-1),0,3:16,0.0,0.0,,0.0,0.0,,1,2.0,.500,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.5,+1,0.0,0.0,,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,0.0,63.0,3.5,0.0999999999999998,74.69999999999999,4.1499999999999995
36,36,17,2022-12-30,25-101,MIN,@,MIL,L (-9),0,4:47,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,-0.1,0,0.0,0.0,,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,1.0,62.0,3.4444444444444446,-0.1,84.90000000000002,4.716666666666668
37,37,,2022-12-31,25-102,MIN,,DET,L (-12),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,51.0,2.833333333333333,0.0,53.6,2.977777777777778
38,38,18,2023-01-02,25-104,MIN,,DEN,W (+13),0,21:46,2.0,4.0,.500,1.0,1.0,1.000,3,6.0,.500,4.0,4.0,8.0,2.0,0.0,0.0,0.0,1.0,8.0,9.8,+12,3.0,1.0,0.3333333333333333,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,8.0,84.0,4.666666666666667,8.600000000000001,103.6,5.7555555555555555
39,39,,2023-01-04,25-106,MIN,,POR,W (+7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,60.0,3.333333333333333,0.0,74.5,4.138888888888889
40,40,19,2023-01-06,25-108,MIN,,LAC,W (+13),0,2:30,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-4,0.0,0.0,,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,-1.0,79.0,4.388888888888889,-1.0,93.29999999999998,5.183333333333333
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,0.0,0.0,0.0,0.0,0.0
42,41,,2023-01-08,25-110,MIN,@,HOU,W (+8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,68.0,3.7777777777777777,0.0,72.0,4.0
43,42,20,2023-01-11,25-113,MIN,@,DET,L (-17),0,8:44,1.0,3.0,.333,0.0,0.0,,3,4.0,.750,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,5.0,2.5,-7,3.0,1.0,0.3333333333333333,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,-1.0,53.0,2.9444444444444446,1.3000000000000007,66.7,3.7055555555555557
44,43,,2023-01-13,25-115,MIN,,PHO,W (+5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,87.0,4.833333333333333,0.0,98.79999999999998,5.488888888888888
45,44,,2023-01-14,25-116,MIN,,CLE,W (+8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,76.0,4.222222222222222,0.0,94.8,5.266666666666667
46,45,21,2023-01-16,25-118,MIN,,UTA,L (-1),0,9:03,3.0,4.0,.750,1.0,2.0,.500,0,1.0,.000,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,7.0,+4,2.0,2.0,1.0,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,5.0,69.0,3.8333333333333335,6.999999999999999,78.60000000000001,4.366666666666667
47,46,22,2023-01-18,25-120,MIN,@,DEN,L (-4),0,4:19,1.0,2.0,.500,0.0,1.0,.000,0,1.0,.000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,-1.7,-3,1.0,1.0,1.0,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,-1.0,86.0,4.777777777777778,-1.7000000000000002,101.09999999999998,5.616666666666665
48,47,23,2023-01-19,25-121,MIN,,TOR,W (+2),0,8:37,3.0,5.0,.600,0.0,0.0,,2,2.0,1.000,2.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,8.0,7.3,-7,5.0,3.0,0.6,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,5.0,86.0,4.777777777777778,6.499999999999999,93.29999999999998,5.183333333333333
49,48,24,2023-01-21,25-123,MIN,,HOU,W (+9),0,24:49,5.0,9.0,.556,2.0,3.0,.667,7,8.0,.875,2.0,2.0,4.0,0.0,3.0,0.0,0.0,4.0,19.0,17.7,+23,6.0,3.0,0.5,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,9.0,71.0,3.9444444444444446,14.9,73.49999999999999,4.083333333333332
50,49,25,2023-01-23,25-125,MIN,@,HOU,L (-5),0,16:16,2.0,5.0,.400,0.0,2.0,.000,0,0.0,,1.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,4.0,4.3,+4,3.0,2.0,0.6666666666666666,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,5.0,49.0,2.7222222222222223,4.300000000000001,55.80000000000001,3.1000000000000005
51,50,26,2023-01-25,25-127,MIN,@,NOP,W (+9),0,2:33,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.6,-4,1.0,1.0,1.0,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,2.0,63.0,3.5,1.5999999999999994,79.3,4.405555555555555
52,51,27,2023-01-27,25-129,MIN,,MEM,W (+11),0,19:35,4.0,6.0,.667,2.0,3.0,.667,0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,10.0,6.2,+5,3.0,2.0,0.6666666666666666,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,5.0,89.0,4.944444444444445,6.200000000000001,89.5,4.972222222222222
53,52,28,2023-01-28,25-130,MIN,,SAC,W (+7),0,7:43,0.0,1.0,.000,0.0,1.0,.000,1,2.0,.500,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.1,-6,0.0,0.0,,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,-3.0,78.0,4.333333333333333,-1.5,77.3,4.294444444444444
54,53,,2023-01-30,25-132,MIN,,SAC,L (-7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,81.0,4.5,0.0,96.59999999999998,5.366666666666665
55,54,,2023-02-01,25-134,MIN,,GSW,W (+5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,71.0,3.9444444444444446,0.0,79.79999999999998,4.433333333333333
