Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Davis,Shared Games with Austin Reaves,Shared Games with Cole Swider,Shared Games with Damian Jones,Shared Games with Dennis Schröder,Shared Games with Juan Toscano-Anderson,Shared Games with Kendrick Nunn,Shared Games with LeBron James,Shared Games with Lonnie Walker IV,Shared Games with Matt Ryan,Shared Games with Max Christie,Shared Games with Patrick Beverley,Shared Games with Russell Westbrook,Shared Games with Scotty Pippen Jr.,Shared Games with Thomas Bryant,Shared Games with Troy Brown Jr.,Anthony Davis,Austin Reaves,Cole Swider,Damian Jones,Dennis Schröder,Juan Toscano-Anderson,Kendrick Nunn,LeBron James,Lonnie Walker IV,Matt Ryan,Max Christie,Patrick Beverley,Russell Westbrook,Scotty Pippen Jr.,Sterling Brown,Thomas Bryant,Tristan Thompson,Troy Brown Jr.,co_inf with Anthony Davis,co_inf with Austin Reaves,co_inf with Cole Swider,co_inf with Damian Jones,co_inf with Dennis Schröder,co_inf with Juan Toscano-Anderson,co_inf with Kendrick Nunn,co_inf with LeBron James,co_inf with Lonnie Walker IV,co_inf with Matt Ryan,co_inf with Max Christie,co_inf with Patrick Beverley,co_inf with Russell Westbrook,co_inf with Scotty Pippen Jr.,co_inf with Sterling Brown,co_inf with Thomas Bryant,co_inf with Tristan Thompson,co_inf with Troy Brown Jr.,Shared Games with Davon Reed,Shared Games with D'Angelo Russell,Shared Games with Jarred Vanderbilt,Shared Games with Malik Beasley,Shared Games with Mo Bamba,D'Angelo Russell,Davon Reed,Jarred Vanderbilt,Malik Beasley,Mo Bamba,Onyeka Okongwu,Shaquille Harrison,co_inf with Davon Reed,co_inf with D'Angelo Russell,co_inf with Jarred Vanderbilt,co_inf with Malik Beasley,co_inf with Mo Bamba,co_inf with Onyeka Okongwu,co_inf with Shaquille Harrison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
22.0,20.0,2022-12-04,25-253,LAL,WAS,0,8.6,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.6,-14,0.0,0.0,,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,2.0,115.0,5.476190476190476,0.5999999999999996,124.59999999999998,5.933333333333333,14.4,2.8,-2.2,-2.3,0.1,0.0387177352206494,0.626,0.138,0.323,-0.1,1.5,W (+4),W (+4)
23.0,,2022-12-06,25-255,LAL,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,,63.0,3.0,0.0,73.0,3.4761904761904763,14.4,2.8,-2.2,-2.3,0.1,0.0387177352206494,0.626,0.138,0.323,-0.1,1.5,W (+11),W (+11)
24.0,,2022-12-07,25-256,LAL,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,,45.0,2.142857142857143,0.0,63.8,3.038095238095238,14.4,2.8,-2.2,-2.3,0.1,0.0387177352206494,0.626,0.138,0.323,-0.1,1.5,L (-14),L (-14)
25.0,,2022-12-09,25-258,LAL,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,,70.0,3.333333333333333,0.0,98.9,4.70952380952381,14.4,2.8,-2.2,-2.3,0.1,0.0387177352206494,0.626,0.138,0.323,-0.1,1.5,L (-13),L (-13)
26.0,,2022-12-11,25-260,LAL,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,,107.0,5.095238095238095,0.0,121.00000000000004,5.761904761904764,14.4,2.8,-2.2,-2.3,0.1,0.0387177352206494,0.626,0.138,0.323,-0.1,1.5,L (-11),L (-11)
27.0,,2022-12-13,25-262,LAL,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,,101.0,4.809523809523809,0.0,103.2,4.914285714285715,14.4,2.8,-2.2,-2.3,0.1,0.0387177352206494,0.626,0.138,0.323,-0.1,1.5,W (+7),W (+7)
28.0,,2022-12-16,25-265,LAL,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,,94.0,4.476190476190476,0.0,104.8,4.990476190476191,14.4,2.8,-2.2,-2.3,0.1,0.0387177352206494,0.626,0.138,0.323,-0.1,1.5,L (-4),L (-4)
29.0,,2022-12-18,25-267,LAL,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,,89.0,4.238095238095238,0.0,94.09999999999998,4.48095238095238,14.4,2.8,-2.2,-2.3,0.1,0.0387177352206494,0.626,0.138,0.323,-0.1,1.5,W (+18),W (+18)
30.0,21.0,2022-12-19,25-268,LAL,PHO,0,26.98333333333333,2.0,5.0,.400,0.0,0.0,,0,0.0,,3.0,3.0,6.0,0.0,0.0,0.0,1.0,2.0,4.0,2.5,-12,5.0,2.0,0.4,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,4.0,106.0,5.047619047619048,2.499999999999999,115.7,5.5095238095238095,14.4,2.8,-2.2,-2.3,0.1,0.0387177352206494,0.626,0.138,0.323,-0.1,1.5,W (+2),W (+2)
31.0,22.0,2022-12-21,25-270,LAL,SAC,0,12.85,3.0,4.0,.750,0.0,0.0,,1,2.0,.500,1.0,2.0,3.0,0.0,0.0,1.0,2.0,5.0,7.0,3.0,-1,4.0,3.0,0.75,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,3.0,64.0,3.0476190476190474,2.599999999999998,68.99999999999999,3.285714285714285,14.4,2.8,-2.2,-2.3,0.1,0.0387177352206494,0.626,0.138,0.323,-0.1,1.5,L (-26),L (-26)
32.0,23.0,2022-12-23,25-272,LAL,CHO,0,16.416666666666668,5.0,5.0,1.000,0.0,0.0,,3,4.0,.750,5.0,2.0,7.0,0.0,0.0,1.0,1.0,3.0,13.0,13.7,-6,5.0,5.0,1.0,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,11.0,74.0,3.523809523809524,12.5,76.69999999999999,3.652380952380952,14.4,2.8,-2.2,-2.3,0.1,0.0387177352206494,0.626,0.138,0.323,-0.1,1.5,L (-14),L (-14)
33.0,24.0,2022-12-25,25-274,LAL,DAL,0,17.816666666666666,0.0,3.0,.000,0.0,0.0,,2,4.0,.500,3.0,4.0,7.0,0.0,0.0,0.0,1.0,2.0,2.0,0.6,-10,3.0,0.0,0.0,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,1.0,74.0,3.523809523809524,-0.1999999999999999,80.89999999999999,3.852380952380952,14.4,2.8,-2.2,-2.3,0.1,0.0387177352206494,0.626,0.138,0.323,-0.1,1.5,L (-4),L (-4)
34.0,25.0,2022-12-27,25-276,LAL,ORL,0,15.183333333333334,2.0,5.0,.400,1.0,2.0,.500,0,0.0,,1.0,5.0,6.0,1.0,0.0,0.0,0.0,3.0,5.0,4.0,+11,3.0,1.0,0.3333333333333333,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,7.0,93.0,4.428571428571429,3.999999999999999,103.1,4.909523809523809,14.4,2.8,-2.2,-2.3,0.1,0.0387177352206494,0.626,0.138,0.323,-0.1,1.5,L (-9),L (-9)
35.0,26.0,2022-12-28,25-277,LAL,MIA,0,13.6,4.0,4.0,1.000,1.0,1.0,1.000,1,1.0,1.000,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,10.0,9.0,+5,3.0,3.0,1.0,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,7.0,59.0,2.8095238095238093,8.6,68.3,3.2523809523809524,14.4,2.8,-2.2,-2.3,0.1,0.0387177352206494,0.626,0.138,0.323,-0.1,1.5,W (+19),W (+19)
36.0,27.0,2022-12-30,25-279,LAL,ATL,0,14.1,5.0,8.0,.625,0.0,0.0,,1,1.0,1.000,4.0,1.0,5.0,0.0,0.0,1.0,0.0,1.0,11.0,10.8,0,8.0,5.0,0.625,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,8.0,71.0,3.380952380952381,10.4,73.60000000000001,3.504761904761905,14.4,2.8,-2.2,-2.3,0.1,0.0387177352206494,0.626,0.138,0.323,-0.1,1.5,L (-14),L (-14)
37.0,28.0,2023-01-02,25-282,LAL,CHO,0,10.766666666666667,2.0,3.0,.667,0.0,0.0,,1,3.0,.333,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,5.0,2.1,+15,3.0,2.0,0.6666666666666666,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,0.0,85.0,4.047619047619048,1.7000000000000002,97.1,4.623809523809523,14.4,2.8,-2.2,-2.3,0.1,0.0387177352206494,0.626,0.138,0.323,-0.1,1.5,W (+9),W (+9)
38.0,29.0,2023-01-04,25-284,LAL,MIA,0,19.65,4.0,6.0,.667,1.0,1.0,1.000,1,2.0,.500,0.0,4.0,4.0,0.0,0.0,1.0,1.0,3.0,10.0,6.7,0,5.0,3.0,0.6,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,6.0,56.0,2.6666666666666665,6.299999999999998,64.19999999999999,3.0571428571428565,14.4,2.8,-2.2,-2.3,0.1,0.0387177352206494,0.626,0.138,0.323,-0.1,1.5,W (+6),W (+6)
39.0,30.0,2023-01-06,25-286,LAL,ATL,0,19.48333333333333,2.0,2.0,1.000,0.0,0.0,,0,1.0,.000,2.0,3.0,5.0,2.0,0.0,0.0,2.0,1.0,4.0,4.3,+16,2.0,2.0,1.0,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,6.0,73.0,3.4761904761904763,4.299999999999999,78.8,3.752380952380952,14.4,2.8,-2.2,-2.3,0.1,0.0387177352206494,0.626,0.138,0.323,-0.1,1.5,W (+3),W (+3)
40.0,31.0,2023-01-07,25-287,LAL,SAC,0,13.183333333333334,3.0,5.0,.600,0.0,1.0,.000,0,0.0,,2.0,1.0,3.0,1.0,0.0,0.0,1.0,6.0,6.0,2.7,-12,4.0,3.0,0.75,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,4.0,74.0,3.523809523809524,2.7,91.80000000000004,4.371428571428574,14.4,2.8,-2.2,-2.3,0.1,0.0387177352206494,0.626,0.138,0.323,-0.1,1.5,W (+16),W (+16)
41.0,32.0,2023-01-09,25-289,LAL,DEN,0,19.25,4.0,6.0,.667,1.0,1.0,1.000,0,0.0,,2.0,3.0,5.0,0.0,0.0,2.0,1.0,0.0,9.0,9.1,-8,5.0,3.0,0.6,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,9.0,66.0,3.142857142857143,9.1,69.39999999999999,3.304761904761905,14.4,2.8,-2.2,-2.3,0.1,0.0387177352206494,0.626,0.138,0.323,-0.1,1.5,W (+2),W (+2)
42.0,33.0,2023-01-12,25-292,LAL,DAL,0,33.06666666666667,6.0,8.0,.750,1.0,2.0,.500,1,2.0,.500,2.0,5.0,7.0,0.0,2.0,2.0,0.0,3.0,14.0,15.5,+9,6.0,5.0,0.8333333333333334,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,15.0,84.0,4.0,15.099999999999994,62.29999999999999,2.9666666666666663,14.4,2.8,-2.2,-2.3,0.1,0.0387177352206494,0.626,0.138,0.323,-0.1,1.5,,
43.0,34.0,2023-01-15,25-295,LAL,PHI,0,26.3,7.0,11.0,.636,0.0,1.0,.000,0,0.0,,1.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,14.0,9.6,+4,10.0,7.0,0.7,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,6.0,72.0,3.4285714285714284,9.6,77.1,3.6714285714285713,14.4,2.8,-2.2,-2.3,0.1,0.0387177352206494,0.626,0.138,0.323,-0.1,1.5,L (-13),L (-13)
44.0,35.0,2023-01-16,25-296,LAL,HOU,0,24.116666666666667,5.0,8.0,.625,0.0,1.0,.000,4,4.0,1.000,5.0,4.0,9.0,1.0,1.0,2.0,0.0,6.0,14.0,15.8,+15,7.0,5.0,0.7142857142857143,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,15.0,57.0,2.7142857142857144,14.199999999999994,77.90000000000002,3.7095238095238106,14.4,2.8,-2.2,-2.3,0.1,0.0387177352206494,0.626,0.138,0.323,-0.1,1.5,L (-4),L (-4)
45.0,36.0,2023-01-18,25-298,LAL,SAC,0,23.55,5.0,8.0,.625,0.0,1.0,.000,0,0.0,,3.0,3.0,6.0,1.0,1.0,1.0,1.0,3.0,10.0,9.6,-3,7.0,5.0,0.7142857142857143,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,10.0,72.0,3.4285714285714284,9.599999999999998,82.8,3.942857142857143,14.4,2.8,-2.2,-2.3,0.1,0.0387177352206494,0.626,0.138,0.323,-0.1,1.5,L (-1),L (-1)
