Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Len,Shared Games with Chima Moneke,Shared Games with Chimezie Metu,Shared Games with Davion Mitchell,Shared Games with De'Aaron Fox,Shared Games with Domantas Sabonis,Shared Games with Harrison Barnes,Shared Games with Keegan Murray,Shared Games with Keon Ellis,Shared Games with Kevin Huerter,Shared Games with KZ Okpala,Shared Games with Malik Monk,Shared Games with Matthew Dellavedova,Shared Games with Neemias Queta,Shared Games with PJ Dozier,Shared Games with Richaun Holmes,Shared Games with Trey Lyles,Alex Len,Chima Moneke,Chimezie Metu,Davion Mitchell,De'Aaron Fox,Deonte Burton,Domantas Sabonis,Harrison Barnes,Keegan Murray,Keon Ellis,Kevin Huerter,KZ Okpala,Malik Monk,Matthew Dellavedova,Neemias Queta,PJ Dozier,Richaun Holmes,Trey Lyles,co_inf with Alex Len,co_inf with Chima Moneke,co_inf with Chimezie Metu,co_inf with Davion Mitchell,co_inf with De'Aaron Fox,co_inf with Deonte Burton,co_inf with Domantas Sabonis,co_inf with Harrison Barnes,co_inf with Keegan Murray,co_inf with Keon Ellis,co_inf with Kevin Huerter,co_inf with KZ Okpala,co_inf with Malik Monk,co_inf with Matthew Dellavedova,co_inf with Neemias Queta,co_inf with PJ Dozier,co_inf with Richaun Holmes,co_inf with Trey Lyles,Shared Games with Kessler Edwards,JD Davison,Kessler Edwards,co_inf with Kessler Edwards,co_inf with JD Davison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
29,29,25,2022-12-19,25-217,SAC,,CHO,L (-6),0,14:43,1.0,4.0,.250,0.0,3.0,.000,0,1.0,.000,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,2.5,-11,1.0,1.0,1.0,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,1.0,59.0,3.2777777777777777,2.500000000000001,80.5,4.472222222222222
30,30,26,2022-12-21,25-219,SAC,,LAL,W (+14),0,15:17,1.0,6.0,.167,1.0,5.0,.200,0,0.0,,0.0,1.0,1.0,1.0,0.0,2.0,2.0,4.0,3.0,-2.0,-6,1.0,0.0,0.0,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,-1.0,85.0,4.722222222222222,-2.0000000000000004,103.8,5.766666666666667
31,31,27,2022-12-23,25-221,SAC,,WAS,L (-14),0,4:09,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.6,-4,1.0,1.0,1.0,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,0.0,52.0,2.888888888888889,0.6,70.39999999999999,3.9111111111111105
32,32,,2022-12-27,25-225,SAC,,DEN,L (-7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,,59.0,3.2777777777777777,0.0,73.8,4.1
33,33,,2022-12-28,25-226,SAC,,DEN,W (+1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,,90.0,5.0,0.0,111.1,6.172222222222222
34,34,,2022-12-30,25-228,SAC,,UTA,W (+1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,,80.0,4.444444444444445,0.0,96.89999999999998,5.383333333333332
35,35,28,2023-01-01,25-230,SAC,@,MEM,L (-10),0,1:26,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,+2,0.0,0.0,,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,0.0,64.0,3.555555555555556,0.0,74.49999999999999,4.138888888888888
36,36,,2023-01-03,25-232,SAC,@,UTA,W (+2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,,70.0,3.888888888888889,0.0,81.29999999999998,4.516666666666666
37,37,29,2023-01-04,25-233,SAC,,ATL,L (-3),0,4:03,1.0,2.0,.500,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.2,+2,2.0,1.0,0.5,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,0.0,72.0,4.0,0.1999999999999999,89.10000000000001,4.95
38,38,30,2023-01-07,25-236,SAC,,LAL,L (-2),0,9:46,0.0,4.0,.000,0.0,3.0,.000,0,0.0,,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,-1.5,+1,1.0,0.0,0.0,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,-1.0,66.0,3.6666666666666665,-1.4999999999999996,94.79999999999998,5.266666666666666
39,39,31,2023-01-09,25-238,SAC,,ORL,W (+25),0,6:10,1.0,4.0,.250,0.0,1.0,.000,0,0.0,,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.3,-5,3.0,1.0,0.3333333333333333,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,1.0,107.0,5.944444444444445,1.2999999999999998,116.6,6.477777777777778
40,40,32,2023-01-11,25-240,SAC,,HOU,W (+20),1,22:39,2.0,7.0,.286,2.0,7.0,.286,0,0.0,,0.0,6.0,6.0,2.0,0.0,1.0,2.0,2.0,6.0,3.0,+9,0.0,0.0,,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,6.0,73.0,4.055555555555555,3.0,95.0,5.277777777777778
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,,0.0,0.0,0.0,0.0,0.0
42,41,33,2023-01-13,25-242,SAC,,HOU,W (+25),1,30:33,7.0,14.0,.500,3.0,7.0,.429,5,5.0,1.000,2.0,4.0,6.0,3.0,3.0,0.0,2.0,2.0,22.0,19.9,+26,7.0,4.0,0.5714285714285714,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,13.0,95.0,5.277777777777778,17.900000000000002,105.3,5.85
43,42,34,2023-01-15,25-244,SAC,@,SAS,W (+13),0,5:21,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,+3,0.0,0.0,,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,0.0,82.0,4.555555555555555,0.3,103.79999999999998,5.766666666666666
44,43,,2023-01-18,25-247,SAC,@,LAL,W (+5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,,69.0,3.8333333333333335,0.0,87.2,4.844444444444445
45,44,,2023-01-20,25-249,SAC,,OKC,W (+5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,,69.0,3.8333333333333335,0.0,81.49999999999999,4.527777777777777
46,45,,2023-01-21,25-250,SAC,,PHI,L (-2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,,74.0,4.111111111111111,0.0,98.4,5.466666666666667
47,46,35,2023-01-23,25-252,SAC,,MEM,W (+33),0,3:22,2.0,4.0,.500,0.0,2.0,.000,2,2.0,1.000,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,3.7,+7,2.0,2.0,1.0,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,0.0,108.0,6.0,2.9000000000000004,109.4,6.077777777777778
48,47,,2023-01-25,25-254,SAC,,TOR,L (-18),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,,61.0,3.388888888888889,0.0,68.4,3.8000000000000003
49,48,,2023-01-28,25-257,SAC,@,MIN,L (-7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,,47.0,2.611111111111111,0.0,71.5,3.9722222222222223
50,49,36,2023-01-30,25-259,SAC,@,MIN,W (+7),0,16:10,2.0,6.0,.333,2.0,4.0,.500,2,2.0,1.000,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,8.0,6.5,+16,2.0,0.0,0.0,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,4.0,69.0,3.8333333333333335,5.7,82.70000000000002,4.594444444444445
51,50,37,2023-02-01,25-261,SAC,@,SAS,W (+10),0,9:18,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.6,-8,1.0,1.0,1.0,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,1.0,72.0,4.0,1.6,94.0,5.222222222222222
52,51,38,2023-02-03,25-263,SAC,@,IND,L (-3),0,18:02,4.0,10.0,.400,3.0,7.0,.429,4,4.0,1.000,0.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,15.0,13.2,+14,3.0,1.0,0.3333333333333333,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,9.0,54.0,3.0,11.599999999999998,59.4,3.3
53,52,39,2023-02-05,25-265,SAC,@,NOP,L (-32),0,15:05,3.0,9.0,.333,1.0,7.0,.143,0,0.0,,0.0,4.0,4.0,2.0,0.0,0.0,1.0,1.0,7.0,3.1,-5,2.0,2.0,1.0,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,3.0,49.0,2.7222222222222223,3.0999999999999988,63.99999999999999,3.5555555555555554
54,53,40,2023-02-06,25-266,SAC,@,HOU,W (+20),0,12:07,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,3.0,3.2,+8,0.0,0.0,,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,4.0,105.0,5.833333333333333,3.2,121.0,6.722222222222222
55,54,41,2023-02-08,25-268,SAC,@,HOU,W (+2),0,15:18,4.0,7.0,.571,2.0,3.0,.667,0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,10.0,8.0,-4,4.0,2.0,0.5,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,5.0,68.0,3.7777777777777777,7.999999999999998,95.39999999999998,5.299999999999999
56,55,42,2023-02-10,25-270,SAC,,DAL,L (-8),0,20:34,3.0,4.0,.750,3.0,4.0,.750,0,0.0,,0.0,4.0,4.0,1.0,0.0,0.0,2.0,4.0,9.0,5.7,+5,0.0,0.0,,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,8.0,53.0,2.9444444444444446,5.6999999999999975,72.0,4.0
57,56,43,2023-02-11,25-271,SAC,,DAL,W (+5),0,31:59,10.0,17.0,.588,2.0,7.0,.286,0,0.0,,2.0,4.0,6.0,3.0,2.0,0.0,0.0,4.0,22.0,19.2,+12,10.0,8.0,0.8,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,16.0,66.0,3.6666666666666665,19.2,84.19999999999999,4.677777777777777
58,57,44,2023-02-14,25-274,SAC,@,PHO,L (-11),0,22:14,4.0,8.0,.500,3.0,5.0,.600,0,0.0,,0.0,2.0,2.0,1.0,2.0,0.0,3.0,4.0,11.0,5.7,+5,3.0,1.0,0.3333333333333333,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,5.0,53.0,2.9444444444444446,5.699999999999999,68.10000000000001,3.7833333333333337
59,58,45,2023-02-23,25-283,SAC,,POR,W (+17),0,18:24,6.0,10.0,.600,4.0,5.0,.800,4,5.0,.800,1.0,3.0,4.0,2.0,0.0,1.0,3.0,3.0,20.0,14.5,+18,5.0,2.0,0.4,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,9.0,83.0,4.611111111111111,12.899999999999997,95.2,5.288888888888889
