Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Admiral Schofield,Shared Games with Bol Bol,Shared Games with Caleb Houstan,Shared Games with Chuma Okeke,Shared Games with Cole Anthony,Shared Games with Franz Wagner,Shared Games with Gary Harris,Shared Games with Jonathan Isaac,Shared Games with Kevon Harris,Shared Games with Markelle Fultz,Shared Games with Michael Carter-Williams,Shared Games with Mo Bamba,Shared Games with Moritz Wagner,Shared Games with Paolo Banchero,Shared Games with R.J. Hampton,Shared Games with Terrence Ross,Shared Games with Wendell Carter Jr.,Admiral Schofield,Bol Bol,Caleb Houstan,Chuma Okeke,Cole Anthony,Franz Wagner,Gary Harris,Jay Scrubb,Jonathan Isaac,Kevon Harris,Markelle Fultz,Michael Carter-Williams,Mo Bamba,Moritz Wagner,Paolo Banchero,R.J. Hampton,Terrence Ross,Wendell Carter Jr.,co_inf with Admiral Schofield,co_inf with Bol Bol,co_inf with Caleb Houstan,co_inf with Chuma Okeke,co_inf with Cole Anthony,co_inf with Franz Wagner,co_inf with Gary Harris,co_inf with Jay Scrubb,co_inf with Jonathan Isaac,co_inf with Kevon Harris,co_inf with Markelle Fultz,co_inf with Michael Carter-Williams,co_inf with Mo Bamba,co_inf with Moritz Wagner,co_inf with Paolo Banchero,co_inf with R.J. Hampton,co_inf with Terrence Ross,co_inf with Wendell Carter Jr.,Shared Games with Goga Bitadze,Derrick White,Goga Bitadze,co_inf with Goga Bitadze,co_inf with Derrick White,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
28,28,,2022-12-11,21-191,ORL,,TOR,W (+12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,,44.0,2.4444444444444446,0.0,52.60000000000001,2.9222222222222225
29,29,,2022-12-14,21-194,ORL,,ATL,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,,78.0,4.333333333333333,0.0,93.4,5.188888888888889
30,30,,2022-12-16,21-196,ORL,@,BOS,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,,45.0,2.5,0.0,59.3,3.2944444444444443
31,31,,2022-12-18,21-198,ORL,@,BOS,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,,51.0,2.833333333333333,0.0,59.2,3.288888888888889
32,32,,2022-12-19,21-199,ORL,@,ATL,L (-1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,,75.0,4.166666666666667,0.0,84.1,4.672222222222222
33,33,,2022-12-21,21-201,ORL,@,HOU,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,,66.0,3.6666666666666665,0.0,76.69999999999999,4.26111111111111
34,34,,2022-12-23,21-203,ORL,,SAS,W (+20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,,99.0,5.5,0.0,101.3,5.627777777777777
35,35,,2022-12-27,21-207,ORL,,LAL,L (-19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,,62.0,3.4444444444444446,0.0,68.0,3.7777777777777777
36,36,,2022-12-28,21-208,ORL,@,DET,L (-20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,,55.0,3.055555555555556,0.0,57.39999999999999,3.188888888888888
37,37,,2022-12-30,21-210,ORL,,WAS,L (-19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,,50.0,2.7777777777777777,0.0,61.10000000000001,3.394444444444445
38,38,,2023-01-04,21-215,ORL,,OKC,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,,60.0,3.333333333333333,0.0,62.29999999999998,3.4611111111111104
39,39,15,2023-01-05,21-216,ORL,,MEM,L (-8),0,5:24,1.0,4.0,.250,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.4,-1,2.0,1.0,0.5,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,-2.0,57.0,3.1666666666666665,-0.3999999999999999,68.89999999999999,3.8277777777777775
40,40,16,2023-01-07,21-218,ORL,@,GSW,W (+14),0,15:47,2.0,4.0,.500,0.0,2.0,.000,5,7.0,.714,1.0,2.0,3.0,0.0,0.0,2.0,0.0,2.0,9.0,8.1,+5,2.0,2.0,1.0,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,3.0,86.0,4.777777777777778,6.099999999999999,80.5,4.472222222222222
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,,0.0,0.0,0.0,0.0,0.0
42,41,17,2023-01-09,21-220,ORL,@,SAC,L (-25),0,24:09,4.0,10.0,.400,2.0,7.0,.286,4,4.0,1.000,2.0,2.0,4.0,4.0,0.0,0.0,2.0,0.0,14.0,11.4,-11,3.0,2.0,0.6666666666666666,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,6.0,68.0,3.7777777777777777,9.800000000000002,69.99999999999999,3.888888888888888
43,42,18,2023-01-10,21-221,ORL,@,POR,W (+3),0,11:23,1.0,4.0,.250,0.0,2.0,.000,0,0.0,,1.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,2.0,2.9,-4,2.0,1.0,0.5,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,4.0,67.0,3.7222222222222223,2.9,76.89999999999999,4.272222222222222
44,43,19,2023-01-13,21-224,ORL,@,UTA,L (-4),0,13:50,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.1,+8,1.0,0.0,0.0,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,3.0,60.0,3.333333333333333,0.0999999999999998,65.0,3.611111111111111
45,44,20,2023-01-15,21-226,ORL,@,DEN,L (-3),0,13:17,2.0,4.0,.500,0.0,2.0,.000,3,4.0,.750,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,6.3,-10,2.0,2.0,1.0,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,1.0,58.0,3.2222222222222223,5.1,71.69999999999999,3.9833333333333325
46,45,21,2023-01-20,21-231,ORL,,NOP,W (+13),0,14:51,2.0,4.0,.500,1.0,2.0,.500,1,1.0,1.000,1.0,3.0,4.0,1.0,0.0,0.0,1.0,2.0,6.0,4.5,+8,2.0,1.0,0.5,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,5.0,72.0,4.0,4.1,75.2,4.177777777777778
47,46,22,2023-01-21,21-232,ORL,@,WAS,L (-20),0,12:37,1.0,4.0,.250,1.0,4.0,.250,0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,3.0,-0.3,-4,0.0,0.0,,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,0.0,53.0,2.9444444444444446,-0.2999999999999994,75.0,4.166666666666667
48,47,23,2023-01-23,21-234,ORL,,BOS,W (+15),0,16:01,1.0,3.0,.333,0.0,2.0,.000,1,2.0,.500,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,3.0,2.5,+5,1.0,1.0,1.0,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,1.0,71.0,3.9444444444444446,2.1000000000000014,87.5,4.861111111111111
49,48,24,2023-01-25,21-236,ORL,,IND,W (+6),0,16:35,3.0,6.0,.500,2.0,3.0,.667,0,0.0,,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,8.0,6.7,+1,3.0,1.0,0.3333333333333333,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,5.0,85.0,4.722222222222222,6.699999999999999,90.1,5.0055555555555555
50,49,25,2023-01-27,21-238,ORL,@,MIA,L (-5),0,17:11,0.0,3.0,.000,0.0,2.0,.000,3,4.0,.750,0.0,2.0,2.0,5.0,2.0,0.0,1.0,0.0,3.0,5.6,+13,1.0,0.0,0.0,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,4.0,58.0,3.2222222222222223,4.4,58.1,3.227777777777778
51,50,26,2023-01-28,21-239,ORL,,CHI,L (-19),0,26:28,4.0,6.0,.667,2.0,4.0,.500,1,3.0,.333,2.0,2.0,4.0,5.0,1.0,0.0,2.0,5.0,11.0,10.1,-1,2.0,2.0,1.0,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,10.0,59.0,3.2777777777777777,9.700000000000005,67.30000000000001,3.7388888888888894
52,51,27,2023-01-30,21-241,ORL,@,PHI,W (+10),0,20:25,1.0,5.0,.200,0.0,1.0,.000,2,2.0,1.000,1.0,3.0,4.0,1.0,0.0,1.0,0.0,3.0,4.0,2.7,+4,4.0,1.0,0.25,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,3.0,74.0,4.111111111111111,1.9000000000000004,83.2,4.622222222222223
53,52,28,2023-02-01,21-243,ORL,@,PHI,L (-11),0,26:15,4.0,9.0,.444,2.0,4.0,.500,1,1.0,1.000,0.0,4.0,4.0,3.0,5.0,0.0,1.0,3.0,11.0,12.4,-6,5.0,2.0,0.4,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,12.0,42.0,2.333333333333333,11.999999999999996,40.1,2.227777777777778
54,53,29,2023-02-03,21-245,ORL,@,MIN,W (+7),0,15:51,3.0,4.0,.750,2.0,2.0,1.000,2,4.0,.500,0.0,2.0,2.0,3.0,3.0,0.0,0.0,1.0,10.0,12.9,+6,2.0,1.0,0.5,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,10.0,54.0,3.0,12.099999999999998,71.8,3.988888888888889
55,54,,2023-02-05,21-247,ORL,@,CHO,W (+6),Player Suspended,Player Suspended,0.0,0.0,Player Suspended,,,Player Suspended,Player Suspended,0.0,Player Suspended,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Player Suspended,Player Suspended,,,,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,,85.0,4.722222222222222,0.0,88.59999999999998,4.922222222222221
56,55,30,2023-02-07,21-249,ORL,,NYK,L (-4),0,20:36,1.0,4.0,.250,0.0,1.0,.000,1,2.0,.500,2.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,3.0,-1.2,-2,3.0,1.0,0.3333333333333333,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,-2.0,74.0,4.111111111111111,-1.6,69.69999999999999,3.872222222222222
57,56,31,2023-02-09,21-251,ORL,,DEN,W (+11),1,26:34,5.0,11.0,.455,1.0,5.0,.200,0,0.0,,1.0,3.0,4.0,1.0,0.0,0.0,1.0,2.0,11.0,5.8,-7,6.0,4.0,0.6666666666666666,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,4.0,103.0,5.722222222222222,5.8,89.2,4.955555555555556
