Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Gordon,Shared Games with Bones Hyland,Shared Games with Bruce Brown,Shared Games with Christian Braun,Shared Games with Davon Reed,Shared Games with DeAndre Jordan,Shared Games with Ish Smith,Shared Games with Jack White,Shared Games with Jamal Murray,Shared Games with Kentavious Caldwell-Pope,Shared Games with Michael Porter Jr.,Shared Games with Nikola Jokić,Shared Games with Peyton Watson,Shared Games with Vlatko Čančar,Shared Games with Zeke Nnaji,Aaron Gordon,Bones Hyland,Bruce Brown,Christian Braun,Collin Gillespie,Davon Reed,DeAndre Jordan,Ish Smith,Jack White,Jamal Murray,Kentavious Caldwell-Pope,Michael Porter Jr.,Nikola Jokić,Peyton Watson,Vlatko Čančar,Zeke Nnaji,co_inf with Aaron Gordon,co_inf with Bones Hyland,co_inf with Bruce Brown,co_inf with Christian Braun,co_inf with Collin Gillespie,co_inf with Davon Reed,co_inf with DeAndre Jordan,co_inf with Ish Smith,co_inf with Jack White,co_inf with Jamal Murray,co_inf with Kentavious Caldwell-Pope,co_inf with Michael Porter Jr.,co_inf with Nikola Jokić,co_inf with Peyton Watson,co_inf with Vlatko Čančar,co_inf with Zeke Nnaji,Shared Games with Reggie Jackson,Shared Games with Thomas Bryant,Donovan Williams,Reggie Jackson,Thomas Bryant,co_inf with Reggie Jackson,co_inf with Donovan Williams,co_inf with Thomas Bryant,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
29,29,22,2022-12-18,36-112,DEN,,CHO,W (+4),0,19:35,3.0,8.0,.375,0.0,0.0,,2,3.0,.667,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,4.9,-11,8.0,3.0,0.375,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,0.0,90.0,5.294117647058823,4.1000000000000005,98.59999999999997,5.799999999999998
30,30,23,2022-12-20,36-114,DEN,,MEM,W (+14),0,24:03,4.0,7.0,.571,0.0,3.0,.000,1,6.0,.167,0.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,9.0,4.9,+1,4.0,4.0,1.0,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,0.0,77.0,4.529411764705882,4.499999999999999,84.4,4.964705882352941
31,31,24,2022-12-23,36-117,DEN,,POR,W (+13),0,16:02,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.9,+3,1.0,1.0,1.0,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,3.0,94.0,5.529411764705882,1.9,108.69999999999996,6.394117647058821
32,32,,2022-12-25,36-119,DEN,,PHO,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,,92.0,5.411764705882353,0.0,104.2,6.129411764705883
33,33,,2022-12-27,36-121,DEN,@,SAC,W (+7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,,92.0,5.411764705882353,0.0,105.1,6.18235294117647
34,34,,2022-12-28,36-122,DEN,@,SAC,L (-1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,,83.0,4.882352941176471,0.0,98.9,5.81764705882353
35,35,,2022-12-30,36-124,DEN,,MIA,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,,94.0,5.529411764705882,0.0,103.7,6.1000000000000005
36,36,,2023-01-01,36-126,DEN,,BOS,W (+12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,,113.0,6.647058823529412,0.0,122.39999999999998,7.199999999999998
37,37,,2023-01-02,36-127,DEN,@,MIN,L (-13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,,75.0,4.411764705882353,0.0,86.59999999999998,5.094117647058822
38,38,,2023-01-05,36-130,DEN,,LAC,W (+31),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,,113.0,6.647058823529412,0.0,116.7,6.864705882352942
39,39,,2023-01-06,36-131,DEN,,CLE,W (+13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,,110.0,6.470588235294118,0.0,116.59999999999998,6.858823529411763
40,40,,2023-01-09,36-134,DEN,,LAL,W (+13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,,109.0,6.411764705882353,0.0,114.49999999999996,6.735294117647056
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,,0.0,0.0,0.0,0.0,0.0
42,41,,2023-01-11,36-136,DEN,,PHO,W (+29),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,,82.0,4.823529411764706,0.0,100.09999999999998,5.888235294117646
43,42,,2023-01-13,36-138,DEN,@,LAC,W (+12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,,77.0,4.529411764705882,0.0,94.29999999999998,5.547058823529411
44,43,,2023-01-15,36-140,DEN,,ORL,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,,85.0,5.0,0.0,101.2,5.952941176470588
45,44,,2023-01-17,36-142,DEN,,POR,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,,88.0,5.176470588235294,0.0,102.9,6.052941176470589
46,45,,2023-01-18,36-143,DEN,,MIN,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,,72.0,4.235294117647059,0.0,94.1,5.535294117647059
47,46,25,2023-01-20,36-145,DEN,,IND,W (+23),0,18:27,2.0,3.0,.667,0.0,1.0,.000,2,4.0,.500,1.0,1.0,2.0,3.0,2.0,0.0,0.0,5.0,6.0,7.0,-4,2.0,2.0,1.0,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,6.0,109.0,6.411764705882353,6.200000000000001,121.0,7.117647058823529
48,47,26,2023-01-22,36-147,DEN,,OKC,L (-2),0,20:09,5.0,7.0,.714,1.0,1.0,1.000,1,2.0,.500,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,12.0,6.5,-4,6.0,4.0,0.6666666666666666,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,3.0,80.0,4.705882352941177,6.1,100.2,5.894117647058824
49,48,27,2023-01-24,36-149,DEN,@,NOP,W (+1),0,17:06,1.0,3.0,.333,1.0,1.0,1.000,4,4.0,1.000,0.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,7.0,4.8,+7,2.0,0.0,0.0,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,2.0,72.0,4.235294117647059,3.2,86.6,5.094117647058823
50,49,28,2023-01-25,36-150,DEN,@,MIL,L (-8),0,28:02,4.0,14.0,.286,2.0,9.0,.222,1,2.0,.500,1.0,4.0,5.0,2.0,1.0,0.0,0.0,2.0,11.0,5.9,0,5.0,2.0,0.4,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,3.0,62.0,3.647058823529412,5.5,65.69999999999999,3.8647058823529403
51,50,29,2023-01-28,36-153,DEN,@,PHI,L (-7),0,18:37,2.0,3.0,.667,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,2.3,-12,2.0,2.0,1.0,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,2.0,90.0,5.294117647058823,2.3000000000000003,102.5,6.029411764705882
52,51,30,2023-01-31,36-156,DEN,,NOP,W (+9),0,18:35,3.0,5.0,.600,0.0,0.0,,2,3.0,.667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,8.0,5.2,-15,5.0,3.0,0.6,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,1.0,98.0,5.764705882352941,4.399999999999999,112.90000000000003,6.6411764705882375
53,52,31,2023-02-02,36-158,DEN,,GSW,W (+17),0,13:50,0.0,3.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,-4.5,-11,2.0,0.0,0.0,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,-5.0,116.0,6.823529411764706,-4.5,140.0,8.235294117647058
54,53,,2023-02-04,36-160,DEN,,ATL,W (+20),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,,112.0,6.588235294117647,0.0,124.70000000000005,7.335294117647061
55,54,32,2023-02-05,36-161,DEN,@,MIN,L (-30),0,17:55,1.0,7.0,.143,0.0,5.0,.000,3,4.0,.750,0.0,3.0,3.0,0.0,1.0,1.0,1.0,2.0,5.0,0.9,-19,2.0,1.0,0.5,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,-2.0,48.0,2.823529411764706,-0.2999999999999996,60.6,3.5647058823529414
56,55,33,2023-02-07,36-163,DEN,,MIN,W (+34),0,13:37,3.0,10.0,.300,1.0,2.0,.500,0,0.0,,1.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0,7.0,2.1,-5,8.0,2.0,0.25,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,1.0,129.0,7.588235294117647,2.0999999999999988,140.70000000000002,8.276470588235295
57,56,34,2023-02-09,36-165,DEN,@,ORL,L (-11),0,12:05,3.0,6.0,.500,0.0,2.0,.000,1,2.0,.500,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,7.0,5.6,-19,4.0,3.0,0.75,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,3.0,52.0,3.0588235294117645,5.199999999999998,66.0,3.8823529411764706
58,57,35,2023-02-11,36-167,DEN,@,CHO,W (+14),0,23:13,5.0,9.0,.556,0.0,3.0,.000,0,0.0,,0.0,4.0,4.0,2.0,0.0,0.0,0.0,4.0,10.0,6.7,+2,6.0,5.0,0.8333333333333334,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,7.0,95.0,5.588235294117647,6.700000000000001,109.49999999999996,6.441176470588233
59,58,36,2023-02-13,36-169,DEN,@,MIA,W (+4),0,19:59,4.0,9.0,.444,0.0,1.0,.000,4,4.0,1.000,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,12.0,7.2,+5,8.0,4.0,0.5,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,1.0,91.0,5.352941176470588,5.599999999999998,91.6,5.388235294117647
